,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,dr_class
4790,109.8991296,2.378847157,0.866061919,0.835238811,0.970380237,0.69763532,37.63719702,151.256958,12.29865675,10.66175295,0
2791,146.4646869,2.475314891,0.904715335,0.88879886,0.954809472,0.789979477,32.8631485,86.27306727,9.288329627,10.44965736,0
9815,243.465278,3.818423335,0.868070614,0.852736002,0.952664446,0.727177572,35.44463141,101.9556001,10.09730658,10.60944667,0
1758,125.4851938,2.571484211,0.863358464,0.828878509,0.965885639,0.687057599,37.14736779,133.5588008,11.55676429,10.5809634,0
2684,77.68111598,1.881051268,0.871753704,0.832838357,0.966377643,0.693632294,37.80391341,90.44763307,9.510396052,10.880333,0
2201,22.24223277,1.083010404,0.796230717,0.364383651,0.977763341,0.132869446,27.86214049,67.8358067,8.236249553,10.58936633,1
5766,101.6463069,2.273795422,0.876424994,0.847047779,0.958598497,0.717506471,33.7388258,67.77104299,8.232316988,10.39585793,0
3826,73.13064225,1.672560384,0.874967646,0.797006825,0.968107383,0.635238408,36.1903935,101.9047097,10.09478626,11.15390627,1
3173,118.8866675,2.403869883,0.879588914,0.851488976,0.96510574,0.725049455,38.62984727,130.9614015,11.44383683,11.20890425,0
5194,48.81439367,1.597005536,0.822969899,0.740683033,0.986750252,0.5486181,36.05985313,75.21953399,8.672919577,10.60998303,1
1364,145.2150223,2.703363457,0.853751668,0.825737799,0.969681649,0.681857896,41.0296303,177.8677481,13.33670679,10.64638563,0
7544,118.7394176,2.390628677,0.880411264,0.861397103,0.965517682,0.742016059,33.60375349,99.06736336,9.953258932,10.77517389,0
6233,141.2344853,2.577681687,0.870010231,0.835558309,0.964793817,0.698174261,42.31088728,161.8781676,12.72313513,10.85534626,0
2437,124.5884693,2.342689736,0.872382043,0.83594093,0.966223132,0.698812132,42.79706065,166.7797288,12.91432262,10.33597505,0
8401,121.2244323,2.385552385,0.88636105,0.86337902,0.958364254,0.745438992,38.08475062,117.3730049,10.83388226,10.8609282,0
2569,40.32571769,1.425052114,0.800737819,0.684152148,0.988084907,0.468071124,35.94794878,87.0319673,9.329092523,11.13578768,0
9524,36.72156281,1.202392964,0.834585572,0.748066981,0.986744102,0.559610341,34.50331895,103.827221,10.18956432,10.59580383,0
7845,51.1998643,1.318405122,0.867305142,0.779927506,0.982631092,0.608291358,40.0558597,93.15815667,9.651847319,10.71496722,0
1058,126.9101467,2.511102624,0.871729611,0.843495904,0.96985055,0.711498684,39.92768996,135.3689559,11.63481654,10.86425319,0
2080,83.21427663,2.176332952,0.827015577,0.764259177,0.97567853,0.58410033,38.34374899,120.6765133,10.98528622,11.01140225,0
4682,138.5512699,2.439264728,0.899948722,0.88441293,0.951835826,0.782202461,37.56271879,124.3076229,11.14933285,11.11489678,1
2439,75.3114047,1.813671877,0.835536849,0.7768028,0.977253483,0.603429138,44.89925373,129.2590491,11.36921497,10.74093185,0
7040,63.24344938,1.818172426,0.820457486,0.752250617,0.984099394,0.565886667,38.06218864,101.2502317,10.06231741,10.58310656,0
8273,141.2237113,2.813765561,0.851727811,0.812783889,0.965627919,0.660638327,34.27507904,120.1867038,10.96296966,11.02609408,0
8566,61.69647531,1.593805175,0.831592365,0.713233046,0.976598607,0.508716125,38.38422656,106.3648336,10.31333281,10.65577597,1
9772,93.12165214,1.900745089,0.875773792,0.834924096,0.966208858,0.697110233,46.17998754,136.0355484,11.66342781,11.09666111,0
1367,163.1158499,2.935855502,0.845584363,0.799903988,0.962364098,0.63986431,44.00018513,150.4811009,12.26707385,10.95623962,0
8089,147.7235833,2.601284532,0.853677065,0.815425689,0.970254396,0.664932335,37.6182812,167.9489157,12.95951063,10.59573223,0
8569,109.0275449,2.558703757,0.828102401,0.782922878,0.973673891,0.612982444,35.30059392,114.7790121,10.71349673,10.38587498,1
6491,93.69518825,2.057135615,0.863214451,0.813458888,0.976063417,0.661726153,36.6763899,147.5198498,12.14577498,11.37044562,0
8221,102.0925878,2.175583035,0.856064372,0.814290382,0.973445487,0.663077201,44.77221935,189.1743438,13.75406645,10.37352806,0
1823,62.68709714,1.77208508,0.809016683,0.709749325,0.979384942,0.503756034,39.42345107,37.79840964,6.148041122,11.46700212,1
9196,242.6130072,3.543265416,0.873643284,0.85325383,0.954597291,0.728063994,41.68925931,125.3203702,11.19465811,10.95372205,0
4144,213.9918109,3.313225234,0.881737597,0.863372044,0.945384347,0.745437353,35.15262239,138.3661882,11.7629158,10.56347608,0
4365,66.76062783,1.796051615,0.840880953,0.786423285,0.983047668,0.618468169,34.99027563,75.98664493,8.717031888,10.40406922,0
7284,72.7045508,1.990736124,0.828540642,0.775232989,0.981946566,0.600992401,35.76423727,100.5111231,10.02552358,10.6662749,1
7370,229.2891102,3.459379119,0.877590351,0.865165256,0.949593567,0.748530965,34.59965704,96.39348373,9.81801832,10.57889696,0
99,144.6817923,2.557404201,0.860114523,0.827748057,0.966302113,0.685178255,44.69968022,124.9767516,11.17930014,11.40447204,0
7096,80.93244899,1.916731774,0.85291511,0.774069156,0.978089707,0.599197872,34.65124612,122.0224984,11.04637943,12.21991648,0
6166,124.341221,2.514117731,0.860144595,0.82183074,0.966530049,0.67542341,36.32658899,162.7436392,12.75710152,10.61636865,0
2135,147.6482649,2.527788061,0.901581013,0.881197696,0.951731687,0.776530683,36.59898905,130.6027959,11.42815803,10.64405864,0
1913,129.9524396,2.710459932,0.849744251,0.820685834,0.969545404,0.673538579,36.35154129,132.0980209,11.49339032,10.93253812,0
9171,41.28049326,1.262030157,0.870803949,0.800714617,0.97909864,0.641150853,35.82566106,89.15755348,9.442327758,10.95436343,1
2336,42.12550052,1.182061343,0.853099382,0.757714676,0.981798754,0.574139217,36.88117127,46.66476081,6.831161015,10.95181212,0
9258,86.64746465,2.338291015,0.819743523,0.753728859,0.98096216,0.56811496,35.63235923,110.1069099,10.49318397,10.75022504,0
8341,171.1354913,3.016783762,0.875396822,0.850456726,0.96167775,0.723294208,39.86959939,151.6652188,12.31524335,10.50083456,0
7338,78.55913064,1.904357403,0.821880547,0.770427234,0.984064736,0.593564574,36.89799466,150.1525653,12.25367558,10.60357335,0
3440,79.18236317,1.990135445,0.864075771,0.812694771,0.98205172,0.660478512,38.43470281,103.6920332,10.18292852,11.13656986,0
8800,125.5942238,3.034577852,0.788424216,0.737885578,0.977607051,0.544487417,36.5459722,186.8329812,13.66868615,10.72673,0
1893,139.740651,2.76756395,0.874452862,0.847481874,0.963495304,0.718243723,35.22672431,158.0417573,12.57146599,10.98358183,0
4388,89.62022563,2.09822031,0.845019327,0.785318621,0.978172797,0.616734748,37.96514711,144.9307843,12.03872021,10.91921512,1
5383,103.1025773,2.089860736,0.891815193,0.865085153,0.959845758,0.748389184,38.04794756,96.95049773,9.846344384,10.83736473,0
2546,82.92353823,1.933177824,0.854207113,0.811694044,0.973647847,0.658859068,36.54962764,108.5346205,10.41799503,10.93580953,0
8261,273.8333297,3.769308414,0.885772066,0.87095857,0.941089898,0.758597367,43.48492498,145.9806063,12.08224343,10.87102042,0
5667,119.1877228,2.671074847,0.827119562,0.777343516,0.976247568,0.604273009,42.32509318,247.4847384,15.73164767,10.12997467,0
8587,93.57929503,2.145021212,0.865336434,0.816523066,0.973612726,0.666720471,38.5339302,108.2524299,10.4044428,10.43732505,1
7122,105.9128197,2.235782335,0.874046561,0.840891636,0.966522006,0.707113999,37.75115587,135.3654701,11.63466674,10.43039408,0
5889,84.55067138,1.891380016,0.882013145,0.848176515,0.960304218,0.719417237,39.47963233,98.27450491,9.913349833,10.97135166,0
3212,136.6159682,2.958264438,0.807115356,0.752239012,0.969467885,0.565881431,39.15021487,106.3849741,10.31430919,10.60485795,1
451,91.55200115,2.180657559,0.875083803,0.840211279,0.967036931,0.705965194,35.53148771,90.31387084,9.503361029,10.54813418,0
7516,164.8588911,2.830867308,0.871151899,0.852662424,0.96252891,0.727048106,35.15799861,170.0786468,13.04142043,11.22166478,1
5239,84.45428465,2.021632124,0.868341872,0.831493545,0.974626289,0.691392999,35.88500433,90.84275547,9.531146598,10.64781297,1
4005,191.415678,2.940016982,0.895071336,0.8853031,0.951049983,0.783777514,36.60342368,142.8514822,11.95204929,10.98674636,0
7643,65.20907038,1.708677969,0.847911515,0.783845869,0.982680697,0.614421396,33.76450285,52.70081088,7.259532415,10.37597062,0
7312,72.7263695,1.972773951,0.846671259,0.79213199,0.983612635,0.627478216,36.56629037,149.5927991,12.23081351,11.43930635,0
9094,125.0841427,2.490373097,0.861624311,0.828597348,0.965077131,0.6865891,44.36387247,177.5563842,13.32502849,10.54867545,0
4286,106.5753317,2.550216977,0.820617185,0.765240941,0.973268681,0.585607749,36.40091079,121.0126121,11.00057326,10.87536339,0
5996,127.0234219,3.070551343,0.741183723,0.629641146,0.970137822,0.396474168,41.02176368,173.0305172,13.15410648,10.41667999,0
458,59.69026442,1.719569045,0.811918761,0.723932236,0.981212951,0.524089421,34.67260237,78.53082432,8.86176192,11.03586798,0
6914,67.70399482,1.777612276,0.864592566,0.810588434,0.971219657,0.657065478,36.49673243,116.057233,10.77298626,11.35899967,0
6030,53.98206898,1.595043844,0.828630404,0.638372485,0.962741532,0.407556646,37.68120741,46.96363136,6.853001631,11.65758135,0
3214,155.9513953,2.708577246,0.848073846,0.803990651,0.969250951,0.646420289,39.79751622,157.931734,12.56708932,10.45969177,1
796,67.62865871,1.615762765,0.863821099,0.810273185,0.972638896,0.656550369,42.14770191,95.55055196,9.774996264,11.07273892,0
9487,128.7351743,2.47448685,0.877242157,0.845887165,0.966433646,0.715539665,36.50580067,104.7815185,10.23628441,10.92019904,0
7427,155.2862704,3.289155261,0.797803859,0.748431145,0.970135576,0.560174142,37.36052831,171.5892644,13.09920854,11.24615953,0
2957,62.85058243,1.705160602,0.864011712,0.818531571,0.975833613,0.670004308,34.01096903,81.79164988,9.04387361,11.26420751,1
4684,84.38117825,2.035070327,0.867914381,0.822402173,0.981261866,0.676351323,35.74055948,150.2700116,12.25846694,10.85596763,0
7008,118.5751803,2.404946403,0.872692197,0.835065994,0.971754826,0.697348675,38.29643588,125.0450753,11.18235553,10.62252172,0
6290,144.8557644,2.469062397,0.883753127,0.859150866,0.960805107,0.738156383,41.06795585,163.9603954,12.80470208,10.76291107,0
2487,102.5897069,2.275487109,0.858534554,0.826202595,0.97260702,0.682623023,38.45861707,186.0920553,13.64155619,10.42587095,0
8299,82.18289305,2.046243782,0.847894951,0.809350505,0.972666707,0.65505972,34.15668583,81.82604289,9.045774864,10.69744138,1
4074,188.5383498,3.23452397,0.825455225,0.787013238,0.966564588,0.619409638,44.11092305,190.8091034,13.81336684,10.86231738,0
4338,136.4485489,2.849676871,0.838146548,0.791310755,0.971279878,0.626193542,37.24237595,105.7978031,10.2858059,10.6024958,0
950,100.460625,2.289498813,0.871234575,0.845880482,0.972292522,0.715521622,36.58132371,81.26304262,9.014601634,10.68286749,1
1769,41.35409986,1.379800668,0.829304669,0.740184399,0.985224641,0.547878368,34.1367828,55.78636072,7.469026758,10.7691075,1
8231,80.39719107,1.865086014,0.846606388,0.789689387,0.97387416,0.623621656,38.94461153,90.13114264,9.493742289,10.89944355,0
1748,128.2038862,2.570053313,0.863075577,0.835253642,0.969944746,0.697661005,42.44334362,144.3445594,12.01434806,11.09245405,0
8514,121.6311538,2.361678493,0.908227755,0.89744597,0.947485948,0.805424867,34.70232147,105.9303236,10.2922458,10.70209686,0
1897,86.13709307,2.068374094,0.863885486,0.82711077,0.974535749,0.684122485,35.02170719,120.2222374,10.96459016,10.70723258,0
6647,44.64061485,1.349999905,0.819020041,0.719251988,0.989045719,0.517330396,33.98633069,64.17047245,8.010647443,10.13860451,0
21,93.96736433,2.315543231,0.841336402,0.797479899,0.971381601,0.635985715,33.17832417,90.81350178,9.529611838,10.86780218,0
9667,77.97446024,1.792188013,0.87734927,0.839384754,0.969706997,0.704578694,35.41126295,86.58084065,9.304882624,10.84296984,1
303,100.4219201,2.308747443,0.849048099,0.81037041,0.972719931,0.656710981,38.63750267,173.2574048,13.16272786,10.66489422,0
7314,61.52325449,1.783907698,0.829193594,0.754781981,0.984139002,0.569703476,35.74735284,84.78473896,9.207862888,10.81803243,0
1355,84.55828114,1.996406751,0.850319882,0.803553109,0.977325576,0.645704847,38.48918911,119.3653947,10.92544712,10.69737606,0
7315,202.2857364,3.189138437,0.874465232,0.857773836,0.957906787,0.735791113,37.62739552,146.7152989,12.11260909,10.67407464,0
6530,40.26960045,1.173320876,0.862863527,0.779340761,0.982044286,0.607377169,37.2925703,67.75208295,8.231165346,10.67214976,0
7542,50.77756272,1.3670746,0.872493543,0.802904207,0.976972266,0.644667427,31.96897382,35.8174802,5.984770689,10.8559448,0
5581,123.3701452,2.282827612,0.903868762,0.885750631,0.952151318,0.784570069,37.22962279,127.3930693,11.28685383,11.47565745,0
4325,51.46414567,1.619227482,0.811737311,0.726896717,0.983808937,0.5283865,37.69213974,85.91218167,9.268882439,10.95636318,0
8725,85.43417227,2.015752285,0.839462753,0.783363201,0.975627352,0.613669529,34.24674668,128.6566145,11.34268991,10.85876132,0
4342,109.4707743,2.368689364,0.858862927,0.820055938,0.967582688,0.672503969,39.56661336,106.7885483,10.33385447,10.73783336,0
8694,102.6902899,2.304814683,0.869953499,0.83607615,0.973838512,0.699032375,38.25778886,129.5824678,11.38342953,10.39911506,0
8727,143.2509976,2.583459225,0.892233589,0.871192103,0.953173133,0.758993051,38.81030465,132.7522105,11.52181455,10.07763572,1
5456,41.49816422,1.32160662,0.815777426,0.710120623,0.988689927,0.504279224,32.9908462,48.95799042,6.996998672,10.29571837,0
5452,89.72473987,2.123744886,0.850916585,0.807918855,0.974609155,0.652743959,33.0750667,76.58048624,8.751027725,11.32578089,0
4501,59.83979527,1.764321671,0.84279203,0.786365767,0.982145999,0.61837889,33.62996276,90.80238318,9.529028449,11.16871103,0
4901,111.8536143,2.191810087,0.901344774,0.879787577,0.95231445,0.774042977,37.286619,78.03018348,8.833469504,10.64176476,0
2390,111.6373061,2.715350433,0.780828821,0.697169778,0.975479465,0.486058392,39.94972423,88.6864838,9.417350148,11.19240707,0
5537,81.70179405,2.053048755,0.846500678,0.780300524,0.982195871,0.608878139,32.84515637,108.6205696,10.42211925,11.34277437,0
4317,58.85062205,1.560572239,0.861200696,0.776402299,0.984647075,0.602806502,38.27300927,120.3460927,10.97023668,10.55679964,0
6809,38.12312764,1.246978107,0.798256378,0.638459088,0.988628239,0.407639098,35.16867985,43.82197629,6.619816937,11.00257546,1
969,85.67064651,2.001703492,0.844681387,0.799170814,0.980344682,0.63868247,39.08939709,117.802819,10.8537007,11.08847848,0
9690,99.47437085,2.451043913,0.841053936,0.794141105,0.970618044,0.630676435,34.83982819,127.3266234,11.28390993,10.73294127,0
4437,59.10472223,1.49836292,0.856036872,0.760664814,0.975671488,0.578624148,34.73943158,72.37262829,8.507210371,11.21430196,0
216,91.09598214,2.058995133,0.856056709,0.810974628,0.972750864,0.657689686,40.6213278,140.2231865,11.84158716,11.19859811,1
5934,120.7395605,2.547353571,0.870774326,0.838965574,0.961640596,0.70388012,34.34595758,95.62083779,9.778590787,11.03103419,0
4851,91.53870641,2.041253251,0.878598146,0.848005942,0.967909758,0.719126786,37.48030852,90.6704373,9.522102567,10.52303994,0
3525,103.9711093,2.378487128,0.85395506,0.822767599,0.971366647,0.676956345,37.54437585,120.7563277,10.98891841,10.66942176,1
3043,125.0846211,2.42648137,0.874042621,0.847336508,0.96677801,0.717996022,37.24939375,132.3014338,11.50223604,10.56931012,0
2547,78.04111134,1.931206851,0.804323884,0.73204148,0.982350528,0.535894642,39.4167033,113.7920726,10.66733672,10.46379904,0
9202,67.74124403,1.979571539,0.851191707,0.791430335,0.981304392,0.626367984,33.23445547,60.66654803,7.788873348,10.53338225,0
4361,99.28013822,1.938568376,0.89818961,0.869602231,0.966831474,0.756218921,43.35112392,164.4563845,12.82405492,11.03287353,1
9561,62.87352526,1.578670835,0.840458439,0.782620923,0.986268689,0.612500437,34.26096756,96.06055443,9.801048639,10.07389528,0
6270,231.6521716,3.621052593,0.875829748,0.860448744,0.943868939,0.740393126,34.89616324,99.87256324,9.99362613,10.19553337,0
8177,90.55942675,2.29271139,0.811237972,0.746443319,0.979600928,0.557181579,37.81516981,134.6572347,11.60419039,10.3046764,0
5247,87.96534178,2.268892073,0.825711175,0.773216619,0.979715792,0.597872508,37.48029754,112.7529944,10.61852129,10.75840485,0
8708,80.74366613,1.9480551,0.849062267,0.804060189,0.976344955,0.646526326,34.04883083,106.0017746,10.29571632,10.84886753,0
4400,60.33083824,1.661417704,0.86325604,0.808441573,0.980708206,0.653583981,36.78093132,111.735459,10.57049947,10.75516089,1
7392,103.2865743,2.180581046,0.864858982,0.819966155,0.968297115,0.672361861,34.42693747,82.43889171,9.079586538,11.22108253,1
3814,100.5932212,2.231859991,0.855949347,0.805951489,0.972586292,0.649571713,39.35634655,116.2871629,10.78365258,10.14911701,1
6538,135.4303112,2.299096614,0.906594794,0.889727597,0.950484948,0.791631559,42.20614279,117.1529551,10.82372187,10.81917511,0
4494,74.36642654,2.164517815,0.812604051,0.736478425,0.982332159,0.542409642,33.24991593,110.3867316,10.50650901,11.46110453,0
8134,156.0366395,2.850882364,0.856488136,0.827851966,0.967189477,0.685355214,36.58365956,155.5936869,12.47371985,10.35257341,1
5390,112.7208289,2.20835525,0.899533329,0.880887366,0.954541719,0.775978262,32.79669835,75.04874662,8.663067968,11.1258783,1
4680,159.5572679,3.040547461,0.861990182,0.835200348,0.96213165,0.697575555,34.58632859,99.89865651,9.994931541,10.71449141,0
4769,91.01584404,2.000001326,0.879804921,0.847037542,0.962568119,0.717487506,38.89225373,115.5824276,10.75092682,10.58007426,1
6093,206.5614757,3.312941024,0.877001805,0.860261852,0.955359714,0.740070503,41.01615732,211.370926,14.53860124,11.09332803,0
1975,94.22156233,2.192005694,0.866435168,0.831487788,0.969704419,0.691388293,34.18843645,89.33454324,9.451695257,10.929948,0
4395,36.98621875,1.311162881,0.816046887,0.715549649,0.987298174,0.512016597,30.67061841,89.59339352,9.465378678,10.90378559,1
1044,65.99828038,1.725326412,0.858593371,0.798118372,0.97543813,0.637001802,36.33183244,103.1185926,10.15473252,11.07548633,0
587,118.0433447,2.427564455,0.85081603,0.811634628,0.971803717,0.658766679,38.21845563,112.9080434,10.62581966,10.88985911,0
4754,151.5673982,2.544048446,0.8997753,0.88457612,0.951189275,0.782492162,42.60947607,141.1028466,11.87867192,10.92802447,1
2718,45.88991998,1.397682729,0.847143024,0.766336542,0.983337261,0.587277124,38.59366498,82.00978497,9.055925407,10.92040951,0
4787,161.965875,2.920093337,0.848002837,0.818345455,0.966195489,0.669705312,42.7182439,186.6235081,13.66102149,10.91903449,0
3982,104.8442023,2.175910046,0.891205648,0.865491452,0.96141582,0.749088026,38.26785765,105.2314101,10.25823621,10.64695045,0
8115,79.29421268,1.920829745,0.863682259,0.805635184,0.965923534,0.649064598,38.51197274,108.8666062,10.43391615,10.32566506,0
2400,213.4704257,3.440725613,0.870547637,0.849244806,0.953178471,0.721235561,35.93309633,135.8859604,11.65701336,11.02142825,0
1954,100.2847268,2.19069954,0.828194673,0.77249624,0.979517426,0.596756589,43.81513063,179.2104779,13.38695178,10.78574359,0
9160,91.86750145,2.028958928,0.855344112,0.80275978,0.969811998,0.644438319,38.96785527,100.0614995,10.0030745,11.05304831,1
8041,111.156576,2.425457848,0.863283191,0.838278985,0.968230778,0.702723755,36.4321418,102.4943761,10.12395062,10.345791,1
8887,118.1598602,2.351260069,0.880941455,0.843038427,0.965807483,0.710730007,40.89652639,149.1276205,12.21178204,10.70223992,0
1467,160.9524785,3.034843438,0.840476221,0.797184364,0.967634567,0.635522307,37.97762004,169.9419684,13.03617921,11.02254425,1
4941,114.7468652,2.359666296,0.880573942,0.852170741,0.963695802,0.726207316,36.30561778,89.26228392,9.447871926,10.772516,0
6787,74.69983021,1.749926675,0.878311453,0.84278674,0.971631538,0.710298667,34.23571134,78.21370263,8.84385112,10.66679864,0
2761,62.58255581,1.77766117,0.832073535,0.764229486,0.983500716,0.584054809,33.75486154,64.03772228,8.002357295,10.86519948,0
7608,60.0795271,2.004268705,0.809095961,0.730273737,0.985976375,0.533307987,35.66190768,85.49532034,9.246367954,10.80100161,0
4335,168.0994327,2.856399838,0.882040215,0.855394138,0.959376431,0.7317158,41.21736487,159.1473908,12.61536328,10.88845965,1
6309,59.01865534,1.644794892,0.840698974,0.790598513,0.983006813,0.625052087,29.99736471,110.0048872,10.48832147,10.59265598,0
175,137.1301616,2.537424718,0.86874286,0.844052483,0.969053876,0.712438494,37.99480512,155.922989,12.48691271,10.43166276,0
1437,90.90205797,2.129678922,0.840323365,0.774797188,0.973054504,0.600325714,40.23883123,95.11603964,9.752745236,11.20604209,0
7843,146.8463013,2.615518642,0.900297721,0.883316463,0.956195468,0.780265895,37.60549713,154.4071497,12.42606735,11.07681014,0
7193,72.24909649,1.849933651,0.839449456,0.76488438,0.968260174,0.585059722,38.81513988,83.29069525,9.126373609,11.01750875,0
578,149.0725356,2.913205443,0.862924172,0.829590959,0.957160216,0.688239429,37.39978561,135.8533329,11.65561379,10.92517041,0
1002,46.80390502,1.420117548,0.836030699,0.749136427,0.981357634,0.561214817,33.43375128,86.29516945,9.289519334,10.54377563,1
38,116.4005098,2.51563237,0.872721101,0.837881386,0.965503355,0.702062426,36.68903863,126.1485375,11.2315866,10.80760093,0
7222,99.79305608,2.332802928,0.828313465,0.771820569,0.973362684,0.595713037,36.07919364,89.99920879,9.48679128,10.56994947,1
3305,88.58910662,1.820426094,0.910755152,0.881971027,0.953402228,0.777883036,37.18385184,96.36161204,9.816395063,11.1567547,1
4603,115.0275783,2.548642332,0.843161345,0.799029791,0.974675706,0.638460569,39.29695203,142.0240331,11.91738365,10.46528181,1
5420,111.0873842,2.378602119,0.869226444,0.842896105,0.968198784,0.710486068,33.30592144,93.37768692,9.663213074,10.76097718,0
9331,60.92394387,1.662029905,0.858043185,0.799919078,0.979649402,0.639878954,33.40999411,68.98407942,8.305665501,11.21085832,0
1699,76.16169557,2.063254684,0.843615295,0.779289974,0.9730425,0.607305487,37.51424578,106.2865153,10.30953516,10.72726131,0
1098,177.4728248,2.888169491,0.874144673,0.85387281,0.959469974,0.729113983,37.40630072,145.6926464,12.07032089,10.58906256,0
3988,47.85208435,1.233968145,0.862174418,0.783563581,0.983044019,0.613975349,36.02308277,121.4838254,11.02197012,11.17642102,0
1515,159.2189744,2.855830156,0.86945771,0.852585484,0.967274498,0.726912363,37.54079051,160.9425164,12.68631217,10.79164838,1
3150,88.38891508,2.20660643,0.841887033,0.780637274,0.979342024,0.60940283,38.68507339,135.9001858,11.65762351,10.40878584,0
7581,99.11662474,2.125128437,0.873161522,0.844628057,0.967626619,0.713409408,36.95480143,100.7022159,10.03504937,10.90696564,1
446,165.7901667,2.78299803,0.885675255,0.865433822,0.952455974,0.748997029,40.47778858,137.297417,11.71739805,10.8025824,0
