Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,dr_class
90.2242088,1.999522108,0.888558016,0.864139558,0.957048616,0.746752147,35.80842286,97.51003935,9.874717178,10.99634792,1
104.0870899,2.416302682,0.798126627,0.736085188,0.980114315,0.541831096,35.07720749,121.4074033,11.01850277,11.35841891,0
129.4598658,2.334064986,0.886760831,0.858354063,0.95958373,0.736786968,36.96061017,131.87307,11.48360004,11.36558802,0
55.11175362,1.569987816,0.8095186,0.720600388,0.982815788,0.519271367,33.51967016,84.69146156,9.202796399,11.22247726,0
136.6670981,2.65059828,0.860628227,0.822834594,0.960934023,0.677076305,39.98883084,137.1480167,11.71102116,10.83672905,1
101.5392088,2.074082946,0.87950019,0.857245141,0.967959974,0.73488118,36.79237864,67.15187993,8.194625063,10.43553526,0
66.05227579,1.850383481,0.842055813,0.769805361,0.979272109,0.592611727,35.7435947,80.89331387,8.99407104,10.86734862,0
95.41844985,2.49472709,0.808023594,0.744761794,0.97861651,0.55468092,35.7647352,96.56140242,9.826566156,10.25606599,0
87.46002954,1.891779059,0.893708915,0.858273992,0.96446253,0.736649484,35.10055737,66.70320441,8.167202974,10.90272216,1
121.077179,2.387847087,0.880155501,0.85740197,0.965837622,0.735151075,36.21189699,124.8082083,11.17175941,11.75282697,0
108.0405023,2.326000227,0.88110596,0.852380282,0.963846078,0.726567676,34.86148884,86.4198837,9.296229542,11.01154908,0
75.43775801,1.888338994,0.870513596,0.824706537,0.973363592,0.680148785,34.91124474,70.74726381,8.41113927,10.31244891,1
63.48709307,1.734387326,0.835687071,0.76988238,0.981708465,0.592727144,37.49560542,91.05085638,9.542057241,10.68352756,1
70.96242298,1.810397023,0.869024269,0.832845663,0.972348091,0.693641746,34.16698914,85.12835812,9.226503028,11.08824284,1
89.20345796,2.180877093,0.849469658,0.802420479,0.975011801,0.643889347,36.07738628,114.4375774,10.69755007,10.74676722,0
81.38879321,2.075275435,0.840877972,0.793394485,0.978399938,0.629484011,36.68976722,99.7614966,9.988067711,10.64165133,0
69.75900953,1.697195368,0.869798905,0.820000843,0.979941562,0.672407821,36.37742365,73.49042826,8.572655847,10.54477389,1
108.9653609,2.59826226,0.829207438,0.764573198,0.97349688,0.584589837,36.57626735,84.30681472,9.181874249,10.28137196,1
42.99478552,1.410796476,0.815417223,0.668586217,0.981452624,0.447020422,35.29532337,60.89339681,7.803422121,11.52192574,0
160.6274466,3.066565522,0.822325641,0.787004536,0.971371329,0.619390229,43.3487788,168.3006551,12.97307423,10.84344955,0
83.59333139,1.846871954,0.901262685,0.873045886,0.962752244,0.762220867,34.32185769,110.4702182,10.51048135,10.93587849,0
131.358353,2.931916271,0.809340681,0.758506879,0.969925465,0.575346091,39.88189386,163.9076821,12.80264356,10.90802946,0
106.5530619,2.542993264,0.817312486,0.762100192,0.974773638,0.580812296,39.16942778,126.2218373,11.23484923,10.9058884,0
86.90241294,2.184210437,0.802927936,0.741376487,0.982283764,0.549645735,38.96933356,184.6398479,13.58822461,10.57792988,1
137.3646389,2.627015637,0.87207392,0.847507757,0.96801407,0.718280218,39.18806843,163.7038611,12.79468097,10.33022246,0
113.1824142,2.218977772,0.890798785,0.865788657,0.952174675,0.749610563,37.78428796,107.9120742,10.38807365,10.47840502,1
102.6729889,2.201122383,0.86652985,0.834221327,0.965158812,0.695939268,38.97703741,138.4920114,11.76826289,10.79417279,0
221.0784883,3.605272373,0.838517884,0.817866849,0.963777182,0.668925313,36.55153767,142.7910572,11.94952121,10.85586884,0
70.44957233,1.729229091,0.825094278,0.742552097,0.976436271,0.551389962,40.65340701,120.8564719,10.99347406,11.12692658,0
93.83526193,2.290168998,0.822957034,0.772429481,0.977205277,0.596656988,36.01649636,118.2187932,10.8728466,10.68112605,1
79.80323707,2.267760631,0.787822755,0.705670943,0.981529192,0.497982898,33.10686247,82.71860284,9.094976792,10.9432521,0
49.0579134,1.261507001,0.882156175,0.796633154,0.986579234,0.634630746,34.48049557,65.68190019,8.104437068,11.18193218,0
41.95213038,1.222233088,0.850257091,0.743469309,0.983706515,0.552755041,36.85627085,55.33247735,7.438580332,10.97135727,0
172.6260373,3.412319512,0.833509444,0.794683623,0.960374317,0.631544346,37.32236536,122.1256941,11.05104946,10.85872481,0
97.73829023,2.492577681,0.829694859,0.789114059,0.976386854,0.622709538,32.60999371,46.40333193,6.811999114,10.31790411,0
64.11539383,1.784965436,0.80070098,0.684952765,0.976553948,0.469174822,37.33696122,88.29016191,9.396284473,10.59819914,1
128.09412,2.21481604,0.911034618,0.895160433,0.950954609,0.801326892,36.46061193,120.6452366,10.98386255,10.71822146,0
29.07506307,0.975866708,0.873137038,0.769699879,0.97950451,0.592440449,35.49945175,41.47806987,6.440347031,11.02884768,0
38.76949102,1.284356677,0.794198812,0.637448056,0.988834715,0.406348495,32.18652306,48.11253787,6.936320196,11.28030305,0
100.736709,2.269770397,0.868237748,0.835461826,0.970309462,0.698006883,35.35513049,119.9189298,10.95075019,10.82892008,0
130.7441567,2.335992399,0.89263157,0.875200546,0.957363243,0.765990149,39.90505039,78.73574734,8.873316592,10.9267281,0
67.8030188,1.788792455,0.847722735,0.789536934,0.97717478,0.623379324,38.99789698,106.3228243,10.31129596,10.38268363,0
77.4195169,1.898679989,0.878308203,0.849909082,0.968155354,0.72235655,36.29245393,94.76448236,9.734705047,10.62730374,1
95.41696921,2.301969142,0.81622718,0.749631135,0.977504954,0.561960498,37.15661816,92.97721975,9.642469588,10.67325278,0
152.8895446,2.723635609,0.875719957,0.851149376,0.964529539,0.724471473,40.24188387,183.7052518,13.55379105,10.52548659,0
94.93560491,2.123189313,0.859868408,0.816461512,0.971584311,0.666623746,34.21045767,60.40783216,7.772247562,10.63490955,0
156.303008,2.98675952,0.818803442,0.772010974,0.973223391,0.59601183,42.64718871,220.8478753,14.86095136,10.62585663,0
105.5054276,2.257785725,0.883058455,0.855298004,0.965277467,0.7315486,36.97890589,130.9353455,11.44269835,11.2409135,1
193.7215977,3.154784286,0.858370995,0.828147442,0.964982821,0.685847858,36.77622816,130.683598,11.4316927,10.80629396,1
167.0973757,2.919998075,0.885313142,0.871308885,0.955627062,0.759198737,37.10067305,216.5203792,14.71463147,10.9848027,0
144.6817923,2.557404201,0.860114523,0.827748057,0.966302113,0.685178255,44.69968022,124.9767516,11.17930014,11.40447204,0
57.34312748,1.723123059,0.839360029,0.767915868,0.976034624,0.589708251,35.33968407,55.31598159,7.437471451,11.05712702,0
45.21238207,1.366322631,0.823902038,0.703408304,0.976360579,0.494805012,34.49446883,62.10787985,7.880855274,10.76121544,1
99.25364369,2.42800368,0.824005108,0.773461716,0.972926523,0.598256058,34.34436451,107.9719007,10.39095283,11.16794259,0
77.94850821,2.036330995,0.765023191,0.631772387,0.976399863,0.399149397,42.45356001,122.4849173,11.06729042,10.73086057,0
40.90953366,1.05819026,0.906924948,0.76107823,0.96949142,0.579248197,36.65301479,35.55900968,5.96313757,11.11192998,1
66.34783497,1.857247607,0.801611575,0.72276213,0.9819918,0.522393041,34.79670951,83.68916141,9.148178038,10.64807613,0
89.64851481,1.951942312,0.845181719,0.79732107,0.982218713,0.635724457,39.8085345,137.151972,11.71119003,10.49988245,0
186.6215334,3.521310889,0.832395178,0.802918156,0.9602668,0.644697716,34.46857705,81.67097792,9.037199672,11.22053391,1
96.27565829,2.337732538,0.856076763,0.822272647,0.972013675,0.676140263,33.50254787,101.8654315,10.0928406,12.29105053,0
75.06204294,1.809787253,0.8526524,0.801227636,0.97255043,0.641976049,40.2418333,92.36445451,9.610642773,10.6121692,0
198.5823086,3.130841172,0.881461512,0.860181864,0.956187411,0.739932425,36.11508907,128.5488462,11.33793836,10.35797383,0
70.82678764,1.811709805,0.848545998,0.798116616,0.978046849,0.636997437,36.24847732,90.5882901,9.517788089,10.7911958,0
74.69874224,1.941218688,0.865656489,0.81787561,0.980005719,0.668927014,36.95318813,77.27849761,8.790818939,10.83803979,1
55.28290103,1.632566318,0.846827215,0.786568555,0.97907833,0.61869874,35.27118537,96.75407514,9.836364935,10.59798453,0
77.81040015,2.157538162,0.819397791,0.736583688,0.975585678,0.542569007,37.85685511,120.5427565,10.97919653,10.63665888,0
131.5152062,2.631120332,0.886542558,0.86175552,0.949013268,0.742644062,34.36211451,75.083569,8.665077553,10.7229819,1
139.2849939,2.569902906,0.89672641,0.881490155,0.951593452,0.77703982,34.52799325,95.63381447,9.77925429,10.8830179,0
145.6194093,2.815263156,0.838279416,0.801904055,0.965730048,0.643068995,38.34399261,126.2742138,11.23717997,10.9940302,0
69.91738135,1.775516433,0.850285436,0.797271188,0.976209768,0.635652065,38.168496,105.6296732,10.27762975,10.41781457,1
99.47606617,2.241221213,0.85191199,0.816593227,0.974933068,0.666834116,39.713891,103.1271594,10.15515433,11.02618851,1
119.0457589,2.383295024,0.885009619,0.858889809,0.959312966,0.737708524,33.71697896,91.69891321,9.575954951,10.58057255,0
135.0408136,2.757112952,0.840573565,0.807806886,0.970871637,0.652564253,40.4895613,172.5421134,13.13552867,10.49765849,0
94.3407609,1.984234489,0.838910806,0.79430256,0.979120925,0.630923539,40.41851471,170.2961969,13.0497585,10.52445572,0
106.6280218,2.350829335,0.848260871,0.80481459,0.969261197,0.647742143,37.11318958,138.6338585,11.77428802,10.41078357,0
94.510379,2.260292196,0.815516726,0.754922948,0.979587044,0.569917362,42.1388652,135.6627106,11.64743365,10.5077647,1
126.0787894,2.578804891,0.852073853,0.817138592,0.969419196,0.667727229,39.13002121,164.0119948,12.80671679,10.85447792,0
43.22548269,1.398703,0.821571784,0.697686693,0.979055012,0.486777847,36.72816842,63.41625502,7.963432364,11.0011115,0
52.65257456,1.402202407,0.857658471,0.780155308,0.981433563,0.608651479,35.89763154,107.7025711,10.37798492,10.71733614,1
106.6376401,2.114078085,0.87961722,0.846802777,0.962962794,0.717086796,40.82647988,101.5167146,10.07555034,11.1130646,0
102.2899349,2.103694288,0.883172568,0.842833396,0.972815748,0.710379328,36.66831479,97.1249605,9.855199668,11.01871011,0
73.86814096,2.052014974,0.824805867,0.766978434,0.982507251,0.588263856,31.71549578,82.12448233,9.062255918,11.80555447,1
84.55612301,2.043303894,0.854587141,0.811921494,0.978438791,0.659224636,36.16163437,129.5421464,11.38165833,10.73976216,1
90.79448111,2.114145886,0.876890162,0.844873765,0.971182364,0.713819283,34.64386259,66.7831253,8.172094303,11.10764441,0
68.40663266,1.642892477,0.88268925,0.844991302,0.972438804,0.714018657,35.35598392,100.7070929,10.03529237,11.19534191,1
186.5504047,3.118058951,0.867945119,0.841828808,0.962996292,0.708693537,36.0406363,151.0213132,12.28907292,10.79475262,0
122.2524886,2.470816046,0.868481919,0.844482054,0.969077767,0.713162557,38.781327,211.0783407,14.5285354,10.90237389,0
85.48269242,2.070555542,0.872922301,0.838479948,0.967486616,0.703063489,34.73366819,74.74277693,8.645390502,10.80214218,1
183.9197122,3.26314992,0.859835972,0.838598341,0.961593313,0.703264366,35.18743181,142.708168,11.9460524,11.80014914,0
66.55052085,1.576533642,0.832136635,0.775212455,0.985568124,0.600957642,40.6680862,137.1919369,11.71289618,10.50715049,0
130.2230035,2.41098012,0.860767585,0.827797474,0.970503625,0.685261606,41.02069935,148.6609337,12.19265901,10.83710673,0
69.85375319,1.728567524,0.856361828,0.796373562,0.975618444,0.634222459,38.59316867,107.6803167,10.37691268,11.09011576,1
138.8262682,2.989967709,0.824202395,0.779149788,0.968055082,0.607093492,37.76437948,88.75464848,9.420968553,11.13069129,0
193.8356596,3.081648569,0.875423814,0.851129015,0.956619632,0.724437022,37.05504027,175.9214029,13.26353659,10.24937228,1
117.7315599,2.312355843,0.883427642,0.861815866,0.962107467,0.742737934,33.69605309,83.51019584,9.138391316,10.39714786,0
123.8959763,2.479694673,0.868116664,0.837512088,0.965601431,0.701439312,42.80629325,149.3974455,12.22282477,10.57196145,0
63.79408585,1.829008579,0.824058239,0.739832809,0.983970968,0.547360779,34.78188459,127.8127232,11.30542893,10.93372048,0
86.91900861,1.888223845,0.881453244,0.839977888,0.976204769,0.705571264,41.82716743,96.48395787,9.822624795,11.27821731,1
110.7903175,2.41311602,0.861170452,0.829831577,0.966707309,0.688635069,37.12523861,136.7581461,11.69436386,10.34571662,1
133.4844249,2.452239432,0.849110697,0.812160959,0.973623557,0.659616274,40.22988716,109.8330927,10.48012847,11.03209435,0
107.6601787,2.024151978,0.903695982,0.880430118,0.954280196,0.775172015,40.14588434,131.9217598,11.48571982,10.29383419,1
86.83154583,2.063076217,0.869420177,0.837403782,0.968145821,0.701255861,33.83062535,66.68613066,8.166157644,10.49427912,1
117.7730447,2.398923196,0.873395588,0.845980746,0.958746927,0.715697579,42.37215219,186.7973961,13.66738439,10.61495103,0
99.01288181,2.230251761,0.872887685,0.834992957,0.970315857,0.697225552,36.18069821,99.65900047,9.982935464,10.84325204,0
122.6475749,2.457136846,0.87437854,0.850854102,0.963966774,0.723966104,36.33234378,129.7546485,11.39098979,10.87563478,1
80.90912449,2.189503264,0.825815871,0.771896046,0.976131897,0.595833973,34.67569041,114.8077078,10.71483587,10.94866091,0
155.9008417,2.940152869,0.849099787,0.815051675,0.966743071,0.664325408,40.03283664,141.2961206,11.88680447,10.82070588,0
82.80147165,2.049710392,0.850168509,0.790949071,0.971179202,0.625614006,40.09719702,137.5851533,11.72966978,10.61185922,0
74.32381982,1.852035712,0.87623048,0.833184528,0.974517077,0.694204182,35.74854829,105.0077943,10.24733108,11.03923931,1
151.7708912,2.758695645,0.848387878,0.807572224,0.969617181,0.652185011,45.45678181,294.5202002,17.16159084,10.3796371,1
196.6769882,3.075483037,0.88910031,0.870877768,0.95279447,0.758447132,36.18964096,106.9225319,10.34033519,11.06475627,0
72.05725064,1.866907591,0.852548679,0.804551688,0.980110134,0.647309894,37.89124799,115.8246129,10.76218439,10.83356486,1
114.2826526,2.719841008,0.796152601,0.742796057,0.974128467,0.551758649,39.46509694,122.4096784,11.06389074,10.9005524,0
114.5755896,2.426525214,0.849477939,0.807279804,0.972755444,0.651715024,35.61628834,63.04653837,7.940185034,11.01394125,0
105.4468475,2.228637282,0.871996798,0.842353955,0.963804472,0.709570196,34.30109806,62.98844149,7.936525782,10.89172314,0
127.8663318,2.440523756,0.882757785,0.857032666,0.964645675,0.734520085,38.71502905,143.8589529,11.9941216,10.64036311,0
45.91689335,1.247155533,0.86195764,0.731364932,0.974540989,0.534901145,38.50020273,44.04253949,6.636455341,11.01720631,1
83.34346778,1.791039683,0.891935213,0.856797488,0.965546925,0.734113663,40.17295952,125.7408225,11.21342153,11.20546395,0
59.38281407,1.792623861,0.824651817,0.773982256,0.984347623,0.599053568,33.91567231,65.71899225,8.106725125,10.60296758,1
79.13292335,1.974613583,0.884466488,0.84470837,0.972985181,0.713540382,35.08335292,68.52140462,8.277765678,10.3638374,1
71.250332,1.742216169,0.835820961,0.74804727,0.984281858,0.559583369,38.87263807,123.0770628,11.09401022,10.61824527,0
68.41687464,1.880781735,0.823044468,0.757222772,0.983049546,0.573392526,35.46528301,97.40668258,9.869482386,10.95806056,0
82.95848375,2.19466516,0.837862456,0.78241166,0.977964972,0.612177593,35.21380338,86.36762863,9.293418566,10.45748545,0
69.54108024,2.018230379,0.81998029,0.753341685,0.982499554,0.567533508,33.24798341,57.13884664,7.559024186,10.45885495,0
83.4813232,1.843523396,0.88982683,0.858270043,0.957556067,0.736642937,41.90363531,87.3577075,9.346534518,11.26030976,0
97.58267269,2.216694938,0.863232677,0.822901305,0.971532096,0.677177358,40.97222892,102.4732649,10.12290793,10.88647608,0
137.1301616,2.537424718,0.86874286,0.844052483,0.969053876,0.712438494,37.99480512,155.922989,12.48691271,10.43166276,0
120.9191621,2.55778825,0.860747978,0.836447395,0.96719924,0.699656673,38.53618256,160.5952738,12.67261906,10.13259534,0
61.45924289,1.474736812,0.906136273,0.871587603,0.960470668,0.75967664,38.25995903,72.64042267,8.522935097,11.21665709,0
127.2842867,2.618107339,0.858867207,0.826640052,0.970363262,0.683347511,34.41955004,110.7333274,10.52299042,10.43043119,0
119.4620306,2.554259236,0.853561451,0.81807882,0.971021422,0.669265834,37.22594902,121.8167802,11.03706393,10.67246719,0
58.28962053,1.792456756,0.80839427,0.735018689,0.984997267,0.540257995,36.2751696,118.5420886,10.88770355,10.86132787,0
56.4150714,1.575590073,0.837915404,0.757413181,0.97988237,0.573683706,40.26537832,69.79351146,8.354251101,11.11790428,0
83.84970733,1.898842706,0.850783561,0.805627153,0.982263037,0.649042116,37.90992823,195.4999424,13.98212939,10.48384061,1
55.913443,1.7633615,0.852248085,0.760796245,0.977005111,0.57882269,33.18768529,63.03977016,7.939758822,11.22313483,1
62.34881547,1.823507645,0.809610119,0.724465136,0.981075395,0.524858521,34.60950625,106.9601282,10.34215298,10.9171853,1
43.46809134,1.209078054,0.841336421,0.746692456,0.986522006,0.557555976,35.16724843,65.41702647,8.088079282,10.35397895,0
90.39639902,2.0892456,0.871265385,0.83076629,0.971520919,0.690180728,33.45727952,66.93552922,8.181413644,11.89797938,0
80.79730534,1.96925428,0.840884649,0.797594556,0.980763018,0.636163617,38.55828202,144.3403396,12.01417245,10.54645664,0
129.4307631,2.511608419,0.887485469,0.869047305,0.959577626,0.755256271,35.42854291,108.8691987,10.43404038,10.60607401,0
103.479259,2.458926953,0.771533513,0.694714338,0.982773437,0.48263739,38.73697694,140.8828542,11.86940833,10.89406982,0
86.2442617,2.018612156,0.840383066,0.787681828,0.980006901,0.620452551,36.35922452,107.7706871,10.38126616,10.50818934,0
117.2056112,2.270965001,0.893409221,0.870965953,0.957749277,0.758596359,37.68201991,92.84144912,9.635426774,10.66291882,0
42.11188969,1.154582618,0.847179727,0.752865083,0.988894855,0.566812121,34.35113018,56.49281055,7.516169939,10.50700068,0
51.98270864,1.311722116,0.861769948,0.791037789,0.985069177,0.625746463,38.90497581,100.1270827,10.00635212,11.32760626,1
91.36091806,2.057090635,0.850186851,0.79764516,0.972946277,0.636249886,43.28856957,140.5387443,11.85490381,10.90622527,0
168.3431156,2.759903001,0.89850943,0.882181335,0.945489403,0.77826253,35.17643264,108.6716288,10.42456852,11.37010637,0
73.10765129,1.876296653,0.880037018,0.8396739,0.969661382,0.705061583,32.30562694,53.33116757,7.302819152,11.39278066,0
71.81657367,1.970781514,0.806719637,0.722259982,0.972235329,0.521676215,34.72023342,99.51958754,9.975950458,10.95543398,0
125.9230297,2.90765552,0.824158745,0.770810642,0.974044683,0.594162796,39.11065837,185.7400969,13.62864986,10.69839069,0
136.8052026,2.681532821,0.881461053,0.856175766,0.958160598,0.73305702,35.48570108,152.9437698,12.3670437,11.21163386,0
53.74543828,1.486968984,0.880384318,0.817477093,0.983678605,0.668274146,33.35139903,68.38722432,8.269656844,11.2015108,0
172.7260645,2.712734243,0.891720406,0.873423661,0.95304269,0.762885268,42.11450771,144.9180359,12.03819072,11.2294125,1
70.25714871,1.908129056,0.871027293,0.823979174,0.975066321,0.678950456,32.51909179,63.56461984,7.972742304,11.05104394,1
258.6246321,3.723317561,0.872011431,0.857597134,0.951242886,0.735495523,37.23082241,156.1874527,12.49749786,11.18283236,0
34.64502907,1.237086343,0.797189567,0.663888653,0.98880738,0.44075673,37.01544214,59.90437923,7.739791937,10.7110732,0
76.3580034,2.127194137,0.81337653,0.748120028,0.97648779,0.559696527,33.77715381,58.54481632,7.651458444,11.02405236,0
65.19553834,1.823795011,0.833111416,0.773082908,0.985944017,0.597663479,34.63012598,116.3846291,10.7881708,11.33795126,0
76.90037995,1.960357409,0.845959622,0.790171185,0.979615983,0.624378789,35.36203596,107.8181878,10.38355372,10.63562483,0
36.31890037,1.261795441,0.835718815,0.724240551,0.982951942,0.524530892,35.41419328,74.77839429,8.647450161,10.7725607,0
107.6617444,2.34692028,0.867432693,0.834188272,0.964648358,0.695885485,34.14389556,106.1133395,10.30113292,10.62959178,0
40.56459022,1.279092384,0.844306568,0.766070441,0.985970614,0.586869846,35.80260599,99.83909862,9.991951692,10.66367313,1
82.50619962,1.794259457,0.857427469,0.802220245,0.973468113,0.643563555,35.59208049,102.3760232,10.11810374,10.71240518,1
55.372669,1.484141815,0.879211382,0.817113454,0.971566963,0.667684317,36.45894775,118.0521256,10.8651795,10.91552723,1
108.2263212,2.283150867,0.864267962,0.819507259,0.969037008,0.671605538,40.97112044,159.7250518,12.63823769,10.33190108,1
107.0068311,2.259893027,0.871226739,0.841184929,0.971765173,0.707603129,40.75024318,151.4945559,12.30831247,10.8830021,0
109.6373909,2.148832858,0.917529345,0.906868179,0.94071237,0.822425606,32.93372293,71.02881416,8.427859405,10.72671937,0
91.09598214,2.058995133,0.856056709,0.810974628,0.972750864,0.657689686,40.6213278,140.2231865,11.84158716,11.19859811,1
140.2593821,2.689215014,0.87582352,0.842318506,0.966225993,0.709517587,36.78690116,114.8225711,10.71552944,10.44579236,0
83.50659589,2.328580118,0.794293654,0.710724804,0.982868296,0.505137293,36.42403762,102.0711588,10.10302721,10.48832099,0
35.28628936,1.190180298,0.817852083,0.696303384,0.987644649,0.484845065,36.79438286,129.422062,11.37638176,10.69349269,0
54.543875,1.376530738,0.841651711,0.730162343,0.979817183,0.533144644,43.37327048,79.0497291,8.890991458,11.20186846,0
73.76546523,1.754599473,0.867026057,0.806767979,0.981673826,0.650879995,44.77402854,116.8307279,10.80882639,10.94587917,1
66.26964461,1.57453325,0.845425028,0.7819814,0.983148788,0.611501712,36.69872141,70.09984639,8.372565102,11.13179713,0
