patient_age,patient_sex,diabetes_time_y,insuline,diabetes,exam_eye,optic_disc,vessels,macula,focus,Illuminaton,image_field,quality,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diabetic_retinopathy
14.0,1,3.0,2.0,2,1,1,1,1,1,1,1,2,0.19347011299363803,0.28556146019574724,0.38533534266280134,0.3783588694108534,0.6404488729564768,0.19867028378784507,0.28656750155482247,0.12993413734090747,0.33872708050737826,0.5896519692039537,1
14.0,1,3.0,2.0,2,2,1,1,1,1,1,1,2,0.19690692020078626,0.29505999493609786,0.37927380409346867,0.37027778207219675,0.6295227808164573,0.19214652853608025,0.29123233627691175,0.1352777445705207,0.3462917426549893,0.5886480252711963,1
21.0,1,10.0,2.0,2,1,1,1,1,1,1,1,2,0.2240651764652903,0.32336388932537674,0.3230240358492896,0.33009691856627027,0.605841702837456,0.16116348705958097,0.28475978000136637,0.17333347619657902,0.39635775580531035,0.5100503811606337,1
21.0,1,10.0,2.0,2,2,1,1,1,1,1,1,2,0.21213119925061555,0.3209874584966242,0.31487676830931544,0.3146829615788909,0.5836021138522309,0.14993516280618088,0.2746187673086301,0.17956304528594616,0.4040115924169603,0.4830157777782802,1
17.0,2,7.0,2.0,2,1,1,1,1,1,1,1,2,0.2101798095895627,0.30379832521274797,0.40850060226675994,0.4430729657701399,0.6691647219601333,0.25456116114054095,0.1994830082089908,0.16924637885210178,0.39126181428669843,0.3528364971831584,1
17.0,2,7.0,2.0,2,2,1,1,1,1,1,1,2,0.21681215904606663,0.3159102078743014,0.38171427079124015,0.4129642846704079,0.6647378101500931,0.227765264508791,0.18062064354557594,0.15747869772774062,0.3762381314491498,0.32597014160468346,1
13.0,2,3.0,2.0,2,1,1,1,1,1,1,1,2,0.16880065055767499,0.2780316760878803,0.32944316762916126,0.3213704986959541,0.7148708273603549,0.15475185399017097,0.0919688541752952,0.05517462622518308,0.20960365040734733,0.25962289056762045,1
13.0,2,3.0,2.0,2,2,1,1,1,1,1,1,2,0.16545510800797905,0.28174798541857476,0.29051123982705096,0.27220027129627183,0.7113309827776707,0.12084276748386191,0.033538360538017585,0.021001325329790422,0.11805427356570067,0.13062626787130752,1
28.0,2,15.0,2.0,2,1,1,1,1,1,1,1,2,0.17055430581123063,0.2736908517781937,0.42370101995884274,0.44789158222740005,0.6581381422601364,0.2589755865391298,0.16150117225980384,0.09341284725381929,0.28225356284257325,0.400890732676555,2
28.0,2,15.0,2.0,2,2,1,1,2,1,1,1,2,0.19527110685570614,0.3063609057900626,0.44004634605923504,0.48746162834385764,0.6032585062289697,0.29660031309942214,0.1943442598429344,0.11280514466719557,0.31337744853070276,0.4522824693739912,2
13.0,2,3.0,2.0,2,1,1,1,1,1,1,1,2,0.20800828712993172,0.3436489057197117,0.3134358289164452,0.3502135230643037,0.6636934470472392,0.17635945378036452,0.1160108585297349,0.06856000520800039,0.2372380249764012,0.2937108565551136,1
13.0,2,3.0,2.0,2,2,1,1,1,1,1,1,2,0.2404077181505582,0.37228018249982486,0.3859218624104529,0.4485974698436746,0.5934098110398253,0.2596314024991797,0.19226847110099393,0.10129118022480763,0.29525044601445644,0.4159990814257714,1
24.0,2,8.0,2.0,2,1,1,1,1,1,1,1,2,0.1588599221135718,0.2747620400745836,0.2973584591648641,0.2838918807754234,0.6982550514971997,0.1285707178728915,0.04975455229415289,0.032409250237914654,0.15358625823258532,0.16036388997171203,1
13.0,2,5.0,2.0,2,1,1,1,1,1,1,1,2,0.1921772986303772,0.30579345934079205,0.27902196849411703,0.27584370428732913,0.7252577794747965,0.12322705901548127,0.044827152216730344,0.0313270156672633,0.1505056919905256,0.13881021297564267,1
13.0,2,5.0,2.0,2,2,1,1,1,1,1,1,2,0.1949824527159512,0.326747258600005,0.28429109482407566,0.2955881983605037,0.6837482865426985,0.13651087856992275,0.06374042083987091,0.04222317167204142,0.17952431436824087,0.19253174748435928,1
13.0,2,13.122317596566523,2.0,2,1,1,1,1,1,1,1,2,0.14222002320113863,0.26186883333771827,0.3741092952339658,0.3650893354205761,0.6281790705242626,0.18800268874869766,0.10166664802068835,0.056890548715988275,0.21331715404826998,0.3112017983791254,1
13.0,2,13.122317596566523,2.0,2,2,1,1,1,1,1,1,2,0.17002682211678477,0.27962942324613466,0.4538096393482603,0.49230228378989044,0.603158837616004,0.30136783209344953,0.181839443158438,0.09918439595492315,0.2918252997514946,0.45156424378789684,1
19.0,2,8.0,2.0,2,1,1,1,1,1,1,1,2,0.2003359048903224,0.3103768986494936,0.41301651302398523,0.44610864243546683,0.6803078614354916,0.25734262514169864,0.1790514639904481,0.08914961291770071,0.2749943902425714,0.40756914398929295,1
19.0,2,8.0,2.0,2,2,1,1,1,1,1,1,2,0.18810326102592528,0.3140438091977581,0.3657285541437188,0.39512090678240175,0.6401362320605587,0.21253536941734189,0.13286712860941075,0.06530929515855513,0.23078977520804886,0.3554535973582402,1
27.0,1,23.0,2.0,2,1,1,1,1,1,1,1,2,0.11048199967549378,0.2131989017806693,0.3649076036728852,0.3264292506837854,0.7230962569295426,0.15845322339958756,0.2253543712351837,0.10597424531801307,0.30274014474909666,0.566821132185542,2
27.0,1,23.0,2.0,2,2,1,1,1,1,1,1,2,0.12434308601602585,0.2402102617947592,0.3413463498127247,0.31709154554956526,0.6639985703180962,0.15166216253644668,0.21889123287350157,0.10375298311761659,0.29920848467992883,0.5512702667007776,2
18.0,1,8.0,2.0,2,1,1,1,1,1,1,1,2,0.23936871099625295,0.34451449969297543,0.3041931402358835,0.3157026021476584,0.6023367389851456,0.15066269000535168,0.28360201554545916,0.17071323021036686,0.393097693955873,0.49037584185940364,1
18.0,1,8.0,2.0,2,2,1,1,1,1,1,1,2,0.24202805706940544,0.3364497337835345,0.36703988533912035,0.3819372480266959,0.6083597129298317,0.2016025064128564,0.32838901798039255,0.18678710860611875,0.412723992114331,0.5437798924324609,1
20.0,1,16.0,2.0,2,1,1,1,1,1,1,1,2,0.2660290785470077,0.3603580886062653,0.40190524974327974,0.4489204020658664,0.5741099180700933,0.25993285964992513,0.3531606691718798,0.16942119873155245,0.3914810285535154,0.598443651740344,1
20.0,1,16.0,2.0,2,2,1,1,1,1,1,1,2,0.23328642609828337,0.35881713614456096,0.26972707279960456,0.28367058482426505,0.5622582933167646,0.1284407774988301,0.25825967285131013,0.14473680882143394,0.3593280489195222,0.48582495953663074,1
21.0,2,10.0,2.0,2,1,1,1,1,1,1,1,2,0.06656885842050052,0.157239468998969,0.3805151653338219,0.24918864974488952,0.8142554938391963,0.10623880328639879,0.005962441774487442,0.00508348660423072,0.04593419961604299,0.05111681919810775,1
21.0,2,10.0,2.0,2,2,1,1,1,1,1,1,2,0.061968298090776544,0.15917165776219153,0.3614301264881329,0.2575308697924437,0.8376579182031424,0.1114392837739346,0.014010298373958778,0.009260136828891938,0.06971230277115593,0.07860934143488146,1
20.0,2,15.0,2.0,2,1,1,1,1,1,1,1,2,0.21132069891268682,0.2951511674857577,0.47659320289190593,0.5046993744029378,0.6066217124895209,0.31373273214133907,0.34718443750923755,0.16726756818106397,0.38877261713747785,0.6032085199817045,1
20.0,2,15.0,2.0,2,2,1,1,1,1,1,1,2,0.22768446617374077,0.32934286841705074,0.44887116863307225,0.48856269637940486,0.5715131050951356,0.2976834734607214,0.33676860177513696,0.16236119845308214,0.3825369738202653,0.6241961425365363,1
39.0,1,17.0,2.0,2,1,1,1,1,1,1,1,2,0.16965036462007188,0.2638276594815903,0.44174504897769,0.4376675695588744,0.6775826648100775,0.2496505214941125,0.17400290910002641,0.11593084381413292,0.31813847379086685,0.3952144605081628,2
39.0,1,17.0,2.0,2,2,1,1,1,1,1,1,2,0.16199478104210294,0.2581655217140756,0.4257467709146151,0.4256602575615501,0.6724527927370092,0.23889498552359,0.1644416840477735,0.11377103832986156,0.3148555753115191,0.36041355264678965,1
20.0,1,11.0,2.0,2,1,1,1,1,1,1,1,2,0.20591236584088987,0.31826735915377424,0.39248767952993463,0.41346005211847103,0.5950483414750498,0.2282011703397993,0.29964806268570704,0.14238832610574062,0.35613181810699285,0.606301374817223,2
20.0,1,11.0,2.0,2,2,1,1,1,1,1,1,2,0.2554523634732128,0.3961160803345606,0.30865979147574973,0.3553469929890665,0.4921807558479049,0.1803583876741106,0.2767532442657431,0.1426479492002871,0.35648643754026865,0.5607492167260619,1
37.0,1,7.0,2.0,2,1,1,1,1,1,1,1,2,0.2079791945977899,0.2967630082882977,0.39394985309481767,0.38666480983475227,0.6006462335410122,0.20549443400994705,0.29671006133921946,0.17046281854628303,0.3927848399872511,0.5573277255575972,2
37.0,1,7.0,2.0,2,2,1,1,1,1,1,1,2,0.17356194178901518,0.29223477810339055,0.29890241076264457,0.2760569634849806,0.5974487626692895,0.12338673400029507,0.2225314329842388,0.13038305721056306,0.3393684521507077,0.49376517882790116,2
20.0,2,13.122317596566523,2.0,2,1,1,1,1,1,1,1,2,0.15699755463792045,0.2815163031946469,0.35480374698080597,0.3593904555460027,0.6493884572855921,0.18350569862672408,0.11062090178702451,0.06754789672624179,0.23524677292793833,0.2952589030447092,1
20.0,2,13.122317596566523,2.0,2,2,1,1,1,1,1,1,2,0.13511004119630912,0.2644033438971485,0.3393134815667924,0.3281031769528883,0.6727188512626869,0.1596833509688559,0.08279589124198698,0.05284505361986784,0.20447051157340407,0.2572104793113192,1
21.0,1,4.0,2.0,2,1,2,1,1,1,1,1,2,0.13721104223086336,0.21685958247271483,0.5049376273317031,0.5214415650495492,0.7122885391452259,0.3308004158656345,0.21492449855525997,0.15324670767434811,0.3706996633895313,0.4271399814266331,1
21.0,1,4.0,2.0,2,2,2,1,1,1,1,1,2,0.11801106946312788,0.20066336229756007,0.49577542453709983,0.5088572237005461,0.7393349062159026,0.3179235291729716,0.20302184290408978,0.13923056665717273,0.35179270013504954,0.42879571513871273,1
25.0,1,20.0,2.0,2,1,1,1,1,1,1,1,2,0.16964663793011742,0.27081329411860083,0.44134331657704096,0.45194635663341737,0.6860675110834121,0.2627199255367371,0.17301052668129227,0.0901053034896726,0.2766363202128482,0.419306229009961,1
25.0,1,20.0,2.0,2,2,1,1,1,1,1,1,2,0.14087746323038958,0.2592707898508471,0.34449420335414443,0.32316331247534247,0.694993946741012,0.1560568680619932,0.07819586353815695,0.044541940874593136,0.18520983230077706,0.25186193146591784,1
23.0,2,13.0,2.0,2,1,1,1,1,1,1,1,2,0.14830011587403732,0.255907513766748,0.4128130465923063,0.4297413091570104,0.7091638550440413,0.24251851697124718,0.15158054260619866,0.0795996271560093,0.25808458398530276,0.3922046728022273,2
23.0,2,13.0,2.0,2,2,1,1,1,1,1,1,2,0.16241700646377968,0.28066383205750683,0.4098046142200622,0.4247183995781249,0.6418161725390775,0.2380623099129519,0.15219652062714212,0.07976553765534393,0.2583866352269044,0.3947004761641185,1
25.0,2,12.0,2.0,2,1,1,1,1,1,1,1,2,0.19501269617309705,0.2752591797007177,0.42703554750752504,0.4364457236297716,0.6270221546858871,0.24854222457084932,0.30734010036716936,0.1500803753468348,0.36650604941187204,0.6025759640498541,1
25.0,2,12.0,2.0,2,2,1,1,2,1,1,1,2,0.18687211790340133,0.28384314422267587,0.39275995019805027,0.399070685230472,0.6163690381632475,0.2158670272241725,0.2796791448993144,0.1370974792439641,0.34883393964883963,0.6040879131709808,1
21.0,1,1.0,2.0,2,1,1,1,1,1,1,1,2,0.1450275797465087,0.24639814780534855,0.42488074171468904,0.4332847508350759,0.7104140948148941,0.24569453122651458,0.1670876134474716,0.10093489220356633,0.2946736933301506,0.404559050733653,1
21.0,1,1.0,2.0,2,2,1,1,1,1,1,1,2,0.11748575953161518,0.2229196718020798,0.4176677461084808,0.4090515635602699,0.7330178052824877,0.22438186701671442,0.14384070552397468,0.08589899291498723,0.2693436473083183,0.37728802620280794,1
19.0,2,12.0,2.0,2,1,1,1,1,1,1,1,2,0.13083387089546328,0.2346432698783853,0.40547029869288476,0.41147247681497023,0.7271386627795052,0.22646892346078365,0.14480831799563024,0.09774715750186007,0.28946802400033517,0.342180427156298,1
19.0,2,12.0,2.0,2,2,1,1,1,1,1,1,2,0.15249652532264973,0.25388244537895516,0.4491561683676313,0.4634746360691503,0.6853600257068977,0.27350841317507946,0.18218049597531455,0.12372051105078477,0.32973429408539123,0.389957520833355,1
16.0,1,6.0,2.0,2,1,1,1,1,1,1,1,2,0.18758541436364273,0.2890760590405311,0.47815373928862365,0.5132962628442944,0.5928721622223121,0.3224447235563697,0.3271192824976208,0.12310782817084855,0.32883558471093316,0.6703453057840998,1
16.0,1,6.0,2.0,2,2,1,1,1,1,1,1,2,0.15700870331267072,0.2682060877983489,0.44430654214998366,0.4669285029238619,0.6221773697686516,0.27677747996666757,0.29617975434596344,0.10467725717545716,0.3006825144198587,0.6609336654263228,1
21.0,1,17.0,2.0,2,1,1,1,1,1,1,1,2,0.30933777489886066,0.3925853162641414,0.265493651935825,0.2827128842017909,0.6021060013525589,0.12779985106325467,0.30278795332106234,0.1837039251632678,0.409026441895509,0.44949419646722255,2
21.0,1,17.0,2.0,2,2,1,1,1,1,1,1,2,0.3376783706272488,0.41703846071081296,0.34180141974907147,0.3845978666879146,0.5768649613365087,0.20379337036581646,0.3573373946419747,0.19065988188106808,0.4173257745917973,0.5467858328062136,2
20.0,1,8.0,2.0,2,1,1,1,1,1,1,1,2,0.2607342867556879,0.39089329190445604,0.36965034675098757,0.4238000022687623,0.5283779874245426,0.2372564684056938,0.16138953425541264,0.09051183023552338,0.27733215083856905,0.39791621030918367,1
20.0,1,8.0,2.0,2,2,1,1,1,1,1,1,2,0.22322105351735844,0.35177823460463736,0.3884127833346295,0.44033628447205175,0.5621426717383105,0.2520725567021147,0.17223867714149646,0.09355336891621606,0.28249002129523304,0.4207726402641638,1
20.0,1,6.0,2.0,2,1,1,1,1,1,1,1,2,0.19089006217475027,0.330508216644188,0.269290475473599,0.28393664735239865,0.5852930089097681,0.12861547810509955,0.22113722433613772,0.10417797640082584,0.2998870652308849,0.517991033176359,1
20.0,1,6.0,2.0,2,2,1,1,1,1,1,1,2,0.2248266311461155,0.38811375927364616,0.25186769399540015,0.2910048193431285,0.546298149406939,0.13339369782262148,0.23097666818527038,0.12082462314815823,0.3254668255970474,0.5173881067390129,1
30.0,1,25.0,2.0,2,1,1,2,2,1,1,1,2,0.1455118872575911,0.2789958596820242,0.27436291271520746,0.2534593404805337,0.605494505144611,0.10890520098252025,0.17173895056556637,0.07977865942106657,0.25841051107943036,0.4750119169932467,2
30.0,1,25.0,2.0,2,2,1,2,1,1,1,1,2,0.15238483964632654,0.2954253893635523,0.25555995267364506,0.22962945144261396,0.5752920621300505,0.09449111873371145,0.15559309137331404,0.07688052137517525,0.25308936329196063,0.44830930906023214,2
29.0,2,18.0,2.0,2,1,1,1,1,1,1,1,2,0.14100268111043562,0.22914199248765513,0.47302244705426455,0.4807371279678724,0.7174148982381916,0.2900289023028472,0.182901931654567,0.10095385401985273,0.2947044136911546,0.44790759384403817,2
29.0,2,18.0,2.0,2,2,1,1,1,1,1,1,2,0.14716898144383517,0.26186562229596577,0.38905033052257976,0.3930117058389434,0.6852114449436207,0.21076735600787466,0.13215036649413608,0.07860780857536988,0.2562724094945504,0.3548742088684468,2
37.0,1,23.0,2.0,2,1,1,2,1,1,1,1,2,0.20314693713307058,0.24503609183730368,0.6134261327159998,0.638605077888182,0.6277937865052994,0.462294362047663,0.448218683036452,0.3037130996667433,0.5355708217189019,0.6211904801641965,2
37.0,1,23.0,2.0,2,2,1,2,2,1,1,1,2,0.24152010293944146,0.25594648693974814,0.6313792332337144,0.6685735918454971,0.7443379934460275,0.49929177697619476,0.4129568590123958,0.22944014057762369,0.46106415762495473,0.6866997521471543,2
18.0,1,16.0,2.0,2,1,1,1,1,1,1,1,2,0.1485959068410029,0.27334320694015046,0.35686095969877873,0.3659424209074867,0.6577004577449415,0.1886783921281931,0.11085472137386697,0.06444210085393891,0.22904310388534846,0.31851534429384426,1
18.0,1,16.0,2.0,2,2,1,1,1,1,1,1,2,0.1275743564189485,0.2440813884328869,0.4042392441638016,0.41814944490471945,0.7173649112961721,0.23228006120807815,0.1538392785678601,0.08857176171020514,0.273997395987894,0.3859204210196156,1
21.0,2,4.0,2.0,2,1,1,1,1,1,1,1,2,0.14536034311385845,0.2352904954821542,0.4435012965318157,0.44983527504425147,0.7211046876643976,0.2607684524990237,0.2990866850350497,0.10985457137752419,0.30882293221516294,0.6327877427937801,1
21.0,2,4.0,2.0,2,2,1,1,1,1,1,1,2,0.050359257850147734,0.13424395858058794,0.37092815181388106,0.22888693425202383,0.8523176677565284,0.09403892558947766,0.1706721187760107,0.071703731201387,0.24333270556830564,0.44288168545986445,1
21.0,2,13.0,2.0,2,1,1,1,1,1,1,1,2,0.16306118923530555,0.2694641052881363,0.409101108494456,0.42637370632456767,0.663478275800046,0.23952710491779178,0.16004533378781494,0.1109462612842518,0.3105150381281658,0.34177881424839285,1
21.0,2,13.0,2.0,2,2,1,1,1,1,1,1,2,0.1545972544275134,0.2568735742970061,0.44046820873648995,0.4723992659180869,0.6811250838608138,0.28199320376968373,0.18620709324654777,0.13484038705801515,0.34567822634802664,0.39946674617460953,1
15.0,1,8.0,2.0,2,1,1,1,1,1,1,1,2,0.1622678486504641,0.26772222515284627,0.5091646779575946,0.55500712197687,0.6345202244796949,0.36633309008014114,0.22260002999164819,0.12766211238285294,0.33546407267794587,0.4845183566582079,1
