,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,dr_class
1550,218.2893805,3.122470455,0.914384736,0.907890721,0.908051659,0.824269145,24.97612103,238.5511539,15.44510129,10.32597105,0
2754,210.9778379,4.215989653,0.737851767,0.629565592,0.933563106,0.396365196,31.84129982,185.962826,13.63681876,10.80283023,0
4835,111.289934,2.536399333,0.7378817,0.466161171,0.927123458,0.217320754,28.81160928,77.73065894,8.816499245,10.70981782,0
5056,2901.864964,33.9365201,0.379966204,0.366624203,0.769884301,0.134450563,32.59539124,977.4194429,31.26370808,9.717800473,0
4318,4189.324393,38.1097722,0.399482418,0.384192917,0.733526057,0.147685585,82.73506181,1445.959283,38.02577131,10.47665784,0
7621,541.6790299,8.560653866,0.564246835,0.494184231,0.941261552,0.24423438,65.34913772,670.4110637,25.89229738,10.71629415,0
451,2032.869105,17.53817037,0.773705699,0.769106215,0.700765883,0.591537434,10.75972895,366.9765626,19.15663234,6.729359914,0
3045,2690.286467,26.6299309,0.491516422,0.46912429,0.797795117,0.220131397,61.08983858,788.0082678,28.07148496,10.76743186,1
9297,2656.351883,22.41049285,0.562750733,0.532430265,0.811909093,0.28356348,101.9314662,860.9763305,29.34239817,9.84122577,1
4072,1363.59978,15.33107589,0.680590913,0.66832776,0.816396979,0.44668078,19.30935719,353.4299456,18.79973259,9.059773929,0
615,1782.191283,16.92506405,0.665322186,0.642605773,0.835307459,0.412981067,73.17912761,683.2802611,26.13963009,10.69912046,0
6081,536.3290191,8.739925002,0.620855444,0.558610929,0.916599229,0.312069551,32.82591425,379.7865414,19.48811282,10.16009111,0
7174,260.5279041,4.599873456,0.764083585,0.725752357,0.954806457,0.526720429,22.6799742,326.6805892,18.07430743,9.157269577,0
5956,2253.505276,23.34442255,0.471080736,0.442629404,0.813847446,0.196000999,88.27136265,812.1903209,28.49895298,10.49989676,0
1229,1599.692495,20.42642736,0.533135627,0.514860706,0.856454222,0.265139233,39.07302507,991.0701356,31.48126642,9.528206344,1
1242,927.9718489,10.80346838,0.696979983,0.658906784,0.87113163,0.434187722,56.69474907,426.8394241,20.66009255,10.77454331,0
3865,1481.589242,14.49652461,0.660517954,0.629886518,0.845560227,0.396787865,69.9809434,548.6822406,23.42396723,10.72394781,0
9873,4290.07183,36.09740521,0.447176187,0.433711585,0.748613154,0.188229739,95.5026073,1452.419769,38.1106254,10.22983473,0
212,3453.998049,31.63422047,0.414009167,0.391769185,0.779551567,0.153581496,101.1190476,1184.243015,34.41283213,9.97229991,1
6769,1005.760069,11.45325449,0.565785486,0.472016117,0.871305456,0.222840457,70.17286025,420.5975161,20.50847425,10.82042683,0
3803,1329.51716,15.43241332,0.645106196,0.621759905,0.869452091,0.386602914,48.78759172,525.4522233,22.92274467,10.75324033,0
6536,3552.464769,34.19936097,0.500052296,0.491637683,0.684949524,0.241749652,18.49265751,578.9923431,24.06225972,8.33308258,0
7564,2357.429901,21.44218688,0.548815778,0.526453783,0.838040451,0.277231852,110.1753861,700.1954904,26.46120727,9.635039492,0
2348,1784.650396,22.71750849,0.372071565,0.320902808,0.841481796,0.102995092,32.49454732,913.327918,30.22131562,8.640523139,0
5103,1499.994855,13.37293026,0.819915572,0.811611757,0.59467894,0.658723291,9.034440196,156.5612367,12.51244328,7.132595599,0
3022,731.6314661,9.896781458,0.56397908,0.491126035,0.924295674,0.241238713,57.46698408,648.8158315,25.47186353,10.78507967,0
9417,1976.161291,20.03814642,0.539984599,0.512354602,0.835983832,0.262570822,77.32040495,694.2424025,26.34848008,10.70545208,0
3704,1683.144626,18.40895776,0.528251451,0.493887326,0.876300834,0.243963389,70.51293962,813.2980836,28.5183815,10.86122267,0
125,2017.971636,22.3063631,0.409952276,0.368120157,0.844172029,0.135566411,63.95664687,1200.455043,34.64758351,10.34018754,0
983,2540.979936,27.25700651,0.518343254,0.50664548,0.785004359,0.256742538,49.2167153,914.7082324,30.24414377,10.37708029,1
6070,2442.206261,25.47804557,0.568510638,0.558957313,0.777161449,0.312467338,27.47492526,763.0574053,27.62349372,9.139778958,0
7289,456.8036862,4.61404551,0.926721935,0.92477798,0.770793045,0.855218533,8.354263089,104.12833,10.20432898,6.451169876,0
4515,2169.82383,28.21228776,0.378069705,0.360207102,0.801603002,0.129769929,21.29106572,625.4940839,25.00987972,8.172051064,0
9819,3192.275417,31.54999094,0.465166652,0.45064866,0.762317519,0.203138443,42.85731639,1080.206548,32.86649583,9.698595907,1
1598,2253.990836,20.86267386,0.563153784,0.53565306,0.828310525,0.28698858,86.58972369,731.2794944,27.04217991,10.65669323,0
3868,1725.321071,16.73692369,0.592115686,0.547540455,0.84655152,0.29986374,79.65743872,635.2892029,25.20494402,10.79636887,1
1872,795.7709862,10.52877254,0.641332729,0.597664198,0.896906289,0.357216645,33.71145703,387.0780528,19.6742993,10.25826711,0
4016,665.8757202,7.208418821,0.71649328,0.667094666,0.935691643,0.445026697,85.86686855,435.2337263,20.86225602,10.7497462,0
3133,1466.532514,16.64854199,0.614253556,0.58508707,0.834302447,0.342379715,65.65154912,461.7359593,21.48804224,10.71339906,1
1046,3488.566559,29.34531227,0.503377211,0.483368149,0.779123067,0.233743055,89.83267726,1262.98849,35.53854935,10.19393977,0
555,2215.844313,23.20173332,0.415494371,0.372214005,0.825853566,0.138611531,74.13175878,800.3538181,28.29052524,10.53445315,0
7020,3262.939338,30.64758346,0.43666326,0.414857055,0.776789692,0.172196494,81.3858356,998.1365552,31.59329921,10.56778579,0
4481,2926.09057,24.98962599,0.563193179,0.543053709,0.799213506,0.294992509,83.59175919,947.1973788,30.77657191,10.43802765,0
7394,3483.623891,31.22456996,0.474916667,0.456582241,0.752223836,0.208558775,77.23340513,1162.113625,34.08978769,10.60610326,0
7622,944.8879954,10.97641751,0.735746212,0.702006957,0.773239988,0.49283269,37.35175448,229.3720587,15.14503413,10.84735544,1
8866,2505.30709,21.35005489,0.377992979,0.293760343,0.830806489,0.086355805,107.2446682,1214.551398,34.8504146,9.727107966,0
3313,1548.951995,17.26411104,0.611753655,0.586018738,0.854669582,0.343465641,66.97078643,594.7528084,24.38755437,10.72914321,0
5202,760.7686633,10.81390492,0.566146734,0.49913987,0.905548665,0.249189039,51.24088278,496.7108334,22.28701042,10.73299652,0
4774,1253.98414,14.97748232,0.493226286,0.419622993,0.885153502,0.176119323,62.60572029,764.1343753,27.64298058,10.6161189,0
9284,74.92462031,1.565086646,0.91291908,0.899248598,0.936208384,0.808649147,17.723566,96.78970726,9.838176013,9.668587057,1
3701,3297.282588,28.54582495,0.500799673,0.480718705,0.776295182,0.23118247,88.31495362,1184.744944,34.42012411,10.43023474,0
2233,1762.908663,22.29702558,0.418716282,0.385693391,0.854807258,0.148833654,42.91709236,1105.221475,33.2448714,9.749510872,1
8767,3101.793724,28.28466598,0.551318967,0.538140685,0.77575588,0.289670677,84.51630643,928.7335129,30.47512942,10.65608955,0
3843,1216.321278,14.99285567,0.575963605,0.534588623,0.847127048,0.285827953,58.78999126,478.1728107,21.86716284,10.67888946,0
3893,291.1989476,4.765716649,0.717894237,0.614402048,0.936497194,0.3775063,55.41785559,139.8333404,11.82511482,10.53601573,1
7657,847.9859569,13.05554869,0.528832548,0.478661306,0.893319461,0.229153304,50.50857087,480.1986972,21.91343645,10.76747805,0
5397,1316.551504,14.12524845,0.682956782,0.662914428,0.876577916,0.439475931,64.15836693,595.5194334,24.40326686,10.86044963,0
6217,2332.602992,20.24458865,0.735258889,0.729035688,0.689176503,0.531515828,10.60790807,342.8323221,18.51573175,6.735856203,0
7099,4109.425476,38.56146275,0.44654191,0.437247588,0.698032202,0.191294163,38.31263578,1486.868762,38.55993727,9.605643014,1
5705,2221.301967,19.51634072,0.571752783,0.539455744,0.852098936,0.291088594,88.74538998,950.5371076,30.83078182,10.26606639,0
6934,1381.613421,17.57229016,0.571669045,0.546491446,0.832072968,0.298693694,32.36185767,504.5328733,22.46180922,9.937246661,0
7555,2226.521678,24.33354044,0.479189036,0.455187226,0.806452989,0.20727902,71.02934046,726.7832171,26.95891721,10.74847255,0
3572,2454.46454,22.84545172,0.481743954,0.439303294,0.816352403,0.193067002,90.25913655,878.3285871,29.6366089,10.406553,0
7593,1463.215058,12.78574402,0.638272731,0.596223532,0.897972134,0.355518976,115.6681693,576.155337,24.00323597,9.123624029,0
3882,1757.305207,19.3559716,0.581927102,0.555044613,0.82848142,0.308111323,61.64497067,676.8858154,26.01702933,10.72874974,0
6745,2169.754124,23.19738611,0.543303328,0.523867002,0.818918484,0.274477776,53.72390497,714.2858582,26.72612688,10.80463539,1
2932,1573.316454,18.30902622,0.591613808,0.572338225,0.855023849,0.327621074,50.4527738,782.5985578,27.97496305,10.57546842,0
7290,1883.664021,19.59429926,0.519785359,0.479799832,0.824517906,0.230278678,81.03411625,459.2916,21.43108957,10.76497109,0
7780,1976.520475,16.56901417,0.746331681,0.703177681,0.875656522,0.494487129,65.84655579,1166.251206,34.1504203,10.40832781,0
8443,469.9078684,7.594325491,0.725069049,0.682228287,0.897167915,0.465455925,29.40074547,261.968725,16.18544794,10.51045594,0
8612,1600.521181,16.07823931,0.648380192,0.624455719,0.85247941,0.389978085,73.71241979,546.1185354,23.36917918,10.69007167,0
8387,316.8940954,3.499816419,0.909556119,0.889754855,0.837647455,0.791671651,14.13885251,80.90498225,8.994719687,9.724377555,1
5351,1245.639703,11.33927347,0.609360309,0.53128306,0.898928982,0.282293591,100.9058687,499.7243301,22.35451476,10.11211089,0
3966,2845.031789,24.67892023,0.476278697,0.439570827,0.810127602,0.193311453,90.43452381,1074.44789,32.77877195,10.15979121,0
8614,1871.236837,18.56549522,0.579746904,0.550149356,0.857384554,0.302715596,73.31566869,773.2069701,27.8065994,10.74779351,0
3872,2603.721114,23.07281656,0.591400805,0.575895285,0.81397257,0.331704952,80.86218365,807.8858574,28.42333297,10.67354116,0
5206,96.47602914,2.63679825,0.815585754,0.766322015,0.934142314,0.587255972,16.89133438,89.36929258,9.453533338,9.890326517,1
6752,80.11238779,1.755841803,0.871609453,0.766280387,0.921277493,0.587192714,25.58412433,65.25331597,8.077952461,10.51876677,0
5969,199.5722598,4.05220348,0.718793191,0.590071391,0.949283095,0.348203479,42.06879941,161.1556339,12.69470889,10.85483892,1
7775,948.5817911,13.17900331,0.652023156,0.633595709,0.898929046,0.401458537,23.59569002,517.7734942,22.75463676,8.93925888,0
4442,2518.735746,22.68764586,0.623692616,0.610887212,0.819511196,0.373227572,72.71010187,764.7178961,27.65353316,10.69175698,0
7135,1083.957366,12.11353691,0.558350212,0.486455081,0.903065799,0.236674283,77.77812712,539.8742996,23.23519528,10.77634368,0
6807,2312.773177,22.02537445,0.584238982,0.563973432,0.791637517,0.318128814,74.98829931,850.1266069,29.15693068,10.64209295,0
3959,2512.880629,24.22870126,0.522872309,0.499179865,0.815734926,0.249256397,80.9452968,799.0613911,28.26767396,10.60129655,0
377,732.6506203,8.223641827,0.737521962,0.687562496,0.895217281,0.472757405,63.9839414,324.126591,18.00351607,10.66130401,0
1272,776.4380637,10.12343849,0.703759927,0.675521496,0.895538696,0.456346745,49.93884995,537.3507164,23.18082648,10.306607,0
2019,3024.556398,29.22365098,0.456042152,0.437029699,0.789541405,0.191100202,79.18497871,1332.802799,36.5075718,10.29601408,1
3863,1680.890084,16.78224698,0.540051879,0.478510972,0.834058931,0.229046593,76.7181866,628.7014621,25.07391996,10.72636691,0
3017,945.4362582,10.88337226,0.71933134,0.696039686,0.898949666,0.484482065,46.87954131,523.7226548,22.88498754,10.60895716,0
2733,2860.919412,28.16422751,0.505077359,0.48915925,0.774140159,0.239347289,53.38322314,838.0650311,28.94935286,10.63711942,0
1145,488.0564834,7.657145148,0.682872343,0.636781005,0.919017072,0.405509429,37.38520398,376.324704,19.39909029,10.41862869,0
9527,3002.482977,26.257525,0.48333854,0.451809707,0.811769137,0.204225554,97.75431099,893.630836,29.89365879,10.04894843,0
6175,406.780037,5.621516818,0.833636369,0.820206352,0.90815593,0.672745081,34.15930264,390.3537977,19.75737325,10.39990599,0
2595,2103.802502,19.41642626,0.448259555,0.380923145,0.844572951,0.145165011,103.1235079,841.938652,29.01617914,9.494485489,0
6726,562.1216998,8.04338672,0.694905668,0.640481667,0.8916017,0.410241074,49.51311549,254.9887173,15.96836614,10.71508857,0
1433,2017.861033,22.5080907,0.487955883,0.462256264,0.813344203,0.213750207,56.08849122,896.3847754,29.93968563,10.54861557,0
5801,92.11264854,2.215920494,0.807694142,0.666289329,0.950970565,0.44395153,34.45834558,70.4420645,8.392977094,10.95059095,0
1338,662.1821066,11.54091039,0.461803216,0.377938601,0.875264991,0.142875807,36.56427308,382.8674296,19.56699848,10.40292228,0
2604,609.2254287,8.326462652,0.721073602,0.685406511,0.920200851,0.469794419,36.91086648,618.7904217,24.87549842,9.748787075,0
194,24.55522632,0.896651347,0.888079669,0.815726589,0.962611416,0.665413108,8.969193377,35.93865296,5.994885567,8.079987111,0
1301,2179.990435,20.6020782,0.539936639,0.502280167,0.82918581,0.252333871,79.97675923,697.3915497,26.40817202,10.61782493,0
9442,1082.022408,14.83511534,0.551225811,0.512318817,0.8650439,0.262507707,54.28569464,410.9852745,20.27277175,10.88176,0
8344,1179.416519,15.1237517,0.552340989,0.507960094,0.839671398,0.258054684,34.15652539,430.0410101,20.73743017,10.2565201,0
415,1305.87425,16.21014236,0.669636919,0.661069135,0.845752456,0.437030179,16.28507599,432.2051261,20.78954367,7.610505562,1
4881,1098.242531,10.65707719,0.589807679,0.522266401,0.928779421,0.272788736,107.6710286,606.4523561,24.62625339,9.513216129,0
7919,1917.025439,24.6389332,0.367148663,0.327913806,0.798942947,0.107552838,27.94519393,736.1595876,27.13226101,8.517193206,1
1905,2088.774039,25.10415482,0.476302723,0.459403414,0.842183902,0.21106501,14.80631314,460.1282185,21.45059949,6.797775933,0
7300,946.8791793,11.35393191,0.664627628,0.618944972,0.862051072,0.38312147,56.596601,339.3952453,18.4226829,10.75135965,0
6629,2118.395142,23.3053999,0.534465071,0.516990587,0.82507781,0.267297675,31.19688307,606.2238708,24.62161389,9.980384672,0
6029,2592.515939,26.51710872,0.38631777,0.351310627,0.801016823,0.123529539,80.22342854,1286.901903,35.87341498,10.20597205,0
6412,1986.476741,23.9814564,0.534492868,0.524010571,0.821052217,0.2746018,15.48497993,392.6369277,19.8150682,7.541835697,0
4608,1595.771518,14.99248201,0.658970322,0.636064592,0.870472259,0.404611448,88.61735115,615.2631827,24.80449924,10.69950246,0
6888,110.3734981,2.113400388,0.884827992,0.850036339,0.939315686,0.722567495,31.8176749,141.3234793,11.88795522,10.98294049,0
6024,1907.075943,17.29637111,0.766616874,0.762257983,0.714506427,0.58105981,13.84692132,468.3546551,21.64150307,7.85160456,0
5947,2050.474534,18.86699288,0.498088749,0.458847516,0.875405843,0.210597481,102.7919147,827.3693688,28.76402908,9.683669384,0
8743,3733.912216,32.34364416,0.450675759,0.429429552,0.756287987,0.184513679,87.66143268,1222.918931,34.97025781,10.42058383,1
8447,16.34205986,0.683470493,0.877660215,0.741183357,0.9503544,0.549355045,5.946373612,10.89251428,3.30038093,6.502161269,1
200,827.4162458,8.794354088,0.848893077,0.840437428,0.894550391,0.706337899,44.00947588,593.1953429,24.35560188,10.68715569,0
8142,1372.275583,12.18003191,0.712392604,0.678738315,0.866695577,0.460723833,81.11261214,478.5857002,21.87660166,10.78305782,0
207,217.0417472,4.154210594,0.688324786,0.563096723,0.948744967,0.317091907,43.62506456,177.8369583,13.33555242,10.76671276,0
9805,598.679887,10.20877816,0.596588603,0.553340438,0.93183393,0.306199838,26.47515093,523.6881786,22.88423428,9.396276277,0
6066,5750.997003,45.77415646,0.39114198,0.379686809,0.65477232,0.144340474,87.45553788,2207.463778,46.98365437,10.26004791,0
2262,4209.102254,36.26726879,0.450279345,0.435055713,0.713356686,0.189393132,83.47034959,1533.283179,39.15715999,10.39900412,0
1670,2118.197315,18.9844658,0.688090258,0.677396982,0.810825409,0.458908386,77.08612741,762.500615,27.61341368,10.63076019,0
4508,46.17452706,1.861809203,0.769678133,0.648965776,0.972936609,0.421162609,17.22157434,89.31041411,9.450418726,9.717335157,0
836,2412.68109,23.72318275,0.476580178,0.435299739,0.814211094,0.189571606,80.58741988,988.5189746,31.4407216,10.72769468,0
9491,1680.980288,19.13818505,0.654744093,0.647330997,0.818932955,0.419076534,28.10194103,662.6653304,25.74228681,9.546162498,1
6445,2577.858151,24.19983422,0.490148829,0.455565568,0.79931399,0.207610953,88.3270086,821.0319131,28.65365445,10.59323474,1
3024,354.700779,5.179104252,0.699752881,0.590368772,0.93522618,0.348549713,70.4826144,125.0045772,11.18054458,10.55786091,0
9397,1053.83546,10.62005233,0.689288829,0.646996568,0.907653097,0.418620256,71.74377756,576.8841968,24.0184137,10.80494526,0
569,2467.777523,22.96981108,0.476612981,0.438611251,0.82740813,0.192447494,95.60944117,776.0552936,27.857769,10.065235,0
4568,4479.517909,35.91191899,0.449152013,0.433574369,0.739342968,0.18809078,98.28748539,1509.900991,38.85744448,9.993443305,1
659,5172.971961,43.27991178,0.416113231,0.405613385,0.653466429,0.164673958,85.74178894,2029.797303,45.05327183,10.34517074,1
3247,3477.374808,36.78254782,0.366108082,0.352389813,0.727317087,0.124268076,40.80216162,1137.282868,33.72362477,9.862424038,0
4398,1715.539968,18.78911839,0.588380957,0.568828758,0.863713074,0.323580917,55.50725189,408.7873909,20.21849131,11.02898092,0
2185,2886.192301,27.04730335,0.485905385,0.458599177,0.790712702,0.210375448,78.24088063,926.2655527,30.4346111,10.57317448,0
6063,2757.129818,25.49014498,0.476338017,0.449701681,0.826314962,0.202337357,80.57033426,1118.903131,33.45000943,10.39860179,0
4957,2071.629818,19.83892013,0.616369998,0.596056765,0.821898307,0.355322562,71.21909779,736.7453741,27.14305388,10.69334085,0
3249,1848.36274,19.39362074,0.623624137,0.608337125,0.839942045,0.370108179,60.99715843,658.6142776,25.6634814,10.70609704,0
2629,25.49796347,1.127463101,0.839329546,0.702940807,0.966958895,0.494131031,12.49547686,49.98812821,7.0702283,9.240496805,0
406,3928.091694,35.80127674,0.443509957,0.431059425,0.729977346,0.185928315,71.17176113,1269.720093,35.63313196,10.48250905,1
