0,1,2,3,4,5,6,7,8,9,10
Low,Low,High,Low,Very High,Low,High,Low,Medium,Very High,2.0
Very Low,Very Low,Very High,Very High,High,Very High,High,Medium,High,Medium,1.0
Very Low,Very Low,Very High,High,High,High,Medium,Low,High,Very Low,1.0
Very Low,Very Low,Very High,Very High,Very High,High,Medium,Medium,High,Low,1.0
Very High,Very High,Very Low,Very Low,High,Very Low,Very Low,Very Low,Very Low,Very Low,2.0
Very Low,Low,High,High,Very High,High,Medium,Low,Medium,High,1.0
High,High,Low,Low,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,2.0
Very Low,Very Low,Very High,Very High,High,Very High,Low,Medium,High,Low,1.0
Very Low,Low,High,Medium,High,Medium,Very High,Very High,Very High,Very High,1.0
Very Low,Very Low,Very High,Very High,Very High,Very High,Medium,Low,High,Low,1.0
Very Low,Very Low,Very High,Medium,High,Medium,Medium,Low,Medium,Very Low,1.0
Medium,Medium,Medium,Low,High,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Low,Very Low,High,Very Low,Very High,Very Low,Medium,Very Low,Low,High,1.0
Very Low,Very Low,Very High,Very High,High,Very High,Low,Medium,High,Medium,1.0
Very Low,Very Low,Very High,Low,Very High,Very Low,High,Medium,High,Very High,1.0
Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Very Low,Low,High,1.0
Very Low,Very Low,Very High,Very High,High,High,Low,Low,Medium,Low,1.0
Very Low,Very Low,High,High,High,Medium,High,Medium,High,Medium,2.0
Very Low,Low,High,High,High,High,Low,Low,Medium,Medium,2.0
Very Low,Very Low,High,Very Low,Very High,Very Low,Low,Very Low,Low,Very Low,1.0
Very Low,Very Low,High,Medium,Very High,Low,Low,Very Low,Low,Low,1.0
Very Low,Low,High,Medium,Very High,Medium,Low,Very Low,Low,High,1.0
Very Low,Low,High,Very Low,Very High,Very Low,Low,Low,Medium,Low,1.0
High,High,Low,Low,High,Low,Very Low,Very Low,Very Low,Very Low,2.0
Low,Very Low,Very High,Low,Very High,Low,Medium,Low,Medium,Very Low,1.0
Low,Low,High,Very High,High,High,Low,Low,Medium,Medium,1.0
High,High,Low,Low,Very Low,Low,Very Low,Very Low,Very Low,Low,1.0
Very Low,Very Low,High,Medium,High,Medium,High,Medium,High,Medium,1.0
Low,Low,High,Medium,High,Low,Low,Low,Medium,Medium,1.0
Very Low,Very Low,High,High,Very High,Medium,Medium,Low,Medium,Medium,1.0
Very Low,Very Low,High,Low,High,Low,High,Medium,High,High,1.0
Medium,High,Medium,Low,Medium,Low,Very Low,Very Low,Very Low,Low,2.0
Very High,Very High,Very Low,Very Low,High,Very Low,Very Low,Very Low,Very Low,Medium,1.0
Very Low,Very Low,Very High,Very Low,Very High,Very Low,Medium,Low,Low,Low,2.0
Very Low,Very Low,Very High,Very High,High,Very High,Very High,Very High,Very High,Medium,1.0
Low,Low,High,High,High,High,Low,Very Low,Low,Medium,1.0
Very Low,Very Low,High,Very High,Very High,Very High,Low,Low,Medium,Low,2.0
Very Low,Very Low,Very High,Medium,High,Low,High,Low,High,Very High,2.0
Very Low,Very Low,High,High,Very High,Medium,Low,Low,Medium,Very Low,1.0
Very Low,Very Low,Very High,Medium,Very High,Medium,Medium,Low,High,Very Low,1.0
Very Low,Very Low,Very High,High,High,High,High,High,High,Medium,2.0
Very Low,Very Low,Very High,Very High,High,Very High,Medium,Medium,High,Very Low,2.0
Low,Very Low,Very High,Low,Very High,Low,Low,Low,Medium,Very Low,1.0
Very Low,Very Low,Very High,Very High,Very High,Very High,High,High,Very High,Medium,1.0
Very Low,Low,High,Very High,High,Very High,High,High,High,Medium,1.0
Very Low,Low,High,Low,Very High,Low,High,Low,Medium,Very High,2.0
High,Very High,Low,Very Low,High,Very Low,Very Low,Very Low,Very Low,Low,1.0
High,High,Low,Medium,Medium,Low,Very Low,Very Low,Very Low,Very Low,2.0
Very Low,Very Low,Very High,Very High,Very High,Very High,Low,Low,High,Medium,1.0
High,High,Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Very Low,Very Low,High,Low,Very High,Low,Low,Low,Medium,Very Low,1.0
Low,Very Low,Very High,Low,Very High,Low,Medium,Low,Medium,High,2.0
Very Low,Low,High,Very High,Very High,Very High,Medium,Medium,High,High,1.0
High,High,Low,Medium,Medium,Low,Very Low,Very Low,Very Low,Low,2.0
Very Low,Low,High,Low,Very High,Low,Low,Very Low,Low,Medium,2.0
Very Low,Low,High,Medium,High,Medium,Medium,Low,High,Low,1.0
Very Low,Very Low,Very High,Medium,Very High,Medium,High,Low,High,High,1.0
Very Low,Very Low,Very High,Very High,High,Very High,Low,Low,High,Very Low,1.0
Low,Very Low,Very High,Medium,Very High,Low,Low,Low,Medium,Medium,1.0
Low,Very Low,Very High,Low,Very High,Very Low,Medium,Very Low,Low,High,2.0
Very Low,Very Low,Very High,Very High,Very High,Very High,Medium,Low,Medium,Medium,1.0
Low,Low,High,Medium,High,Medium,High,Medium,High,High,1.0
Very Low,Low,High,Low,Very High,Low,Medium,Low,Medium,High,1.0
Very Low,Very Low,Very High,Very Low,Very High,Very Low,High,Low,Medium,Low,1.0
Very Low,Very Low,Very High,Medium,Very High,Low,Low,Low,Medium,Very Low,1.0
Very Low,Low,High,Medium,Very High,Medium,Medium,Low,High,Medium,1.0
Very Low,Very Low,Very High,Very Low,Very High,Very Low,Low,Very Low,Low,Very Low,1.0
High,Very High,Low,Low,High,Low,Very Low,Very Low,Very Low,Very Low,2.0
Low,Very Low,Very High,High,High,Medium,High,Medium,High,Very High,2.0
High,High,Low,Very Low,High,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Very Low,Very Low,Very High,High,Very High,High,Low,Very Low,Low,Low,1.0
Very Low,Very Low,Very High,Very High,High,High,High,Medium,High,Low,1.0
Very Low,Low,High,Low,Very High,Low,Low,Low,Medium,Very Low,1.0
Very Low,Low,High,High,Medium,High,Medium,Low,Medium,High,1.0
Low,Low,High,Medium,Medium,Medium,High,Low,Medium,High,1.0
Very Low,Very Low,Very High,High,High,High,Very High,High,Very High,Medium,1.0
High,High,Medium,Low,Medium,Low,Very Low,Very Low,Very Low,Low,2.0
Very Low,Very Low,Very High,Medium,Very High,Medium,Medium,Low,High,High,1.0
Low,Low,High,Low,High,Low,Medium,Low,Medium,Low,1.0
Very Low,Very Low,Very High,Very Low,Very High,Very Low,Low,Very Low,Low,Low,1.0
Low,Very Low,Very High,Medium,Very High,Medium,Medium,Low,Medium,Low,1.0
Very Low,Very Low,Very High,Medium,Very High,Medium,High,Medium,High,Very Low,1.0
Very Low,Low,High,Medium,Very High,Medium,Medium,Medium,High,Very High,2.0
Very Low,Very Low,Very High,Medium,High,Low,High,Low,Medium,Very High,1.0
Very Low,Very Low,Very High,Very High,Very High,Very High,Low,Very Low,Low,Very Low,1.0
Low,Very Low,High,Medium,Very High,Medium,Low,Very Low,Low,Low,1.0
Low,Very Low,Very High,High,High,High,Medium,Low,High,Low,1.0
Very Low,Low,High,Medium,Very High,Low,High,Medium,High,High,1.0
Low,Very Low,Very High,Medium,Very High,Medium,Medium,Low,Medium,Medium,2.0
Low,Low,High,Medium,High,Medium,Medium,Medium,High,Medium,1.0
Low,Low,High,Very Low,Very High,Very Low,High,Low,Medium,High,1.0
Low,Low,High,High,Very High,High,Medium,Low,Medium,Medium,2.0
Very Low,Low,High,High,High,High,Medium,Low,High,Medium,1.0
Low,Very Low,Very High,High,High,High,Medium,Low,High,Medium,2.0
Medium,Low,High,Very Low,Very High,Very Low,Low,Very Low,Low,Low,1.0
Very Low,Very Low,Very High,High,High,High,Low,Low,Medium,Medium,1.0
Very Low,Very Low,Very High,Low,Very High,Low,Medium,Very Low,Low,Low,2.0
Very Low,Very Low,High,Low,Very High,Very Low,High,Medium,High,Very High,1.0
Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Low,Medium,High,1.0
Very Low,Very Low,Very High,Very High,Very High,Very High,Medium,Medium,High,Medium,1.0
High,High,Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very High,2.0
Low,Low,High,Medium,High,Medium,Low,Low,Medium,Very Low,1.0
Very Low,Low,High,High,Very High,Medium,Low,Very Low,Low,Medium,1.0
Very Low,Very Low,Very High,Low,Very High,Low,Low,Low,Low,Low,1.0
Low,Low,High,Low,Very High,Very Low,Medium,Low,Medium,Very High,2.0
Low,Very Low,Very High,High,Very High,High,Medium,Low,High,Medium,1.0
Very Low,Very Low,Very High,Medium,High,Low,High,Medium,High,High,1.0
Low,Low,High,Medium,Very High,Medium,Low,Low,Medium,Medium,1.0
Very Low,Very Low,Very High,Very Low,Very High,Very Low,High,Low,Medium,Very High,1.0
Very Low,Very Low,Very High,Low,Very High,Low,Low,Low,Medium,Very Low,1.0
Low,Very Low,Very High,Low,Very High,Low,Low,Low,Low,Low,1.0
Low,Low,High,Low,Very High,Very Low,Low,Very Low,Low,Low,1.0
Very Low,Very Low,High,Medium,High,Low,High,Low,Medium,Very High,2.0
Very Low,Very Low,Very High,Very High,High,Very High,Low,Low,Medium,Low,1.0
Low,Low,High,Medium,Very High,Low,Medium,Low,High,Very High,2.0
Very Low,Very Low,Very High,Very Low,Very High,Very Low,Low,Very Low,Low,High,1.0
Very Low,Very Low,Very High,Low,Very High,Low,Low,Low,Medium,Low,2.0
Very Low,Low,High,Low,Very High,Low,Low,Low,Medium,High,1.0
Very Low,Low,High,High,Very High,High,Medium,Medium,High,Very Low,1.0
Medium,Medium,Medium,Medium,Medium,Medium,Very Low,Very Low,Very Low,Very Low,1.0
Very Low,Low,High,High,Very High,Medium,Low,Low,Medium,Medium,1.0
Very Low,Very Low,Very High,Medium,Very High,Medium,High,Medium,High,High,1.0
Very Low,Very Low,High,Low,Very High,Low,Medium,Low,Medium,Medium,1.0
Low,Low,Medium,Low,High,Low,Low,Very Low,Low,Medium,1.0
Very Low,Very Low,High,High,High,High,Medium,Low,Medium,Medium,2.0
Very Low,Very Low,Very High,High,Very High,High,Low,Low,High,Medium,2.0
Very Low,Very Low,Very High,Very High,High,Very High,Low,Medium,High,Very Low,1.0
Very Low,Very Low,High,High,Very High,High,Medium,Medium,High,High,2.0
Low,Low,Medium,Low,High,Low,Low,Very Low,Low,High,1.0
Low,Very Low,Very High,High,Very High,Medium,Low,Low,Medium,Very Low,2.0
Low,Low,High,Medium,High,Medium,Low,Low,Medium,High,1.0
Low,Low,High,Medium,Very High,Medium,Medium,Medium,High,Medium,2.0
Low,Very Low,High,Very Low,Very High,Very Low,Medium,Low,Medium,Medium,1.0
Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Very Low,Low,Medium,2.0
Low,Low,High,High,Very High,High,Low,Very Low,Low,Medium,1.0
Very Low,Very Low,Very High,Very High,Very High,High,Medium,Low,Medium,High,1.0
Low,Low,High,Medium,High,Low,Medium,Low,Medium,Medium,1.0
Very Low,Low,High,High,High,High,Low,Low,Medium,Very Low,2.0
Low,Very Low,High,Medium,Very High,Medium,Medium,Low,Medium,Very High,2.0
Very Low,Very Low,High,Very High,High,Very High,High,Medium,High,High,2.0
Very Low,Very Low,Very High,Medium,High,Medium,Very High,Very High,Very High,Very High,1.0
Very Low,Very Low,Very High,Very High,Very High,High,High,High,Very High,Very High,1.0
Very Low,Low,High,Medium,Very High,Medium,Low,Very Low,Low,Low,1.0
Very Low,Very Low,High,High,Very High,Medium,High,Medium,High,High,1.0
Very Low,Low,High,Low,Very High,Very Low,Medium,Low,Medium,High,1.0
Low,Very Low,High,High,Very High,High,Medium,Low,Medium,Medium,2.0
Low,Very Low,Very High,Very High,Very High,Very High,Medium,Medium,High,Low,1.0
Very Low,Low,High,High,Very High,High,Medium,Medium,High,High,1.0
Very Low,Low,High,Very Low,Very High,Very Low,Medium,Low,Medium,Medium,1.0
Medium,Medium,Medium,Medium,Very Low,Low,Very Low,Very Low,Very Low,Very High,2.0
Very Low,Very Low,Very High,Very High,High,Very High,High,Medium,High,High,1.0
Low,Very Low,Very High,Low,High,Low,Low,Very Low,Low,Low,1.0
Low,Very Low,Very High,High,High,High,Medium,Medium,High,High,2.0
Very Low,Low,High,Very High,High,Very High,High,High,Very High,Medium,1.0
Low,Low,High,High,Very High,Medium,Low,Very Low,Low,Low,1.0
Low,Very Low,Very High,High,Very High,High,Medium,Medium,High,High,2.0
Very Low,Low,High,Medium,Very High,Medium,Low,Low,Medium,Very Low,1.0
Very Low,Very Low,High,Very High,High,Very High,Medium,Medium,High,High,1.0
Very High,Very High,Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,2.0
Medium,Medium,Medium,Medium,Low,Low,Low,Very Low,Very Low,Very High,2.0
Very Low,Low,High,Medium,High,Medium,Very High,High,Very High,Very High,1.0
Very Low,Very Low,Very High,Medium,High,Medium,Medium,Low,Medium,Low,1.0
Low,Very Low,Very High,High,Very High,Medium,Low,Low,Medium,Medium,1.0
Very Low,Very Low,Very High,Low,Very High,Low,Low,Very Low,Low,Low,2.0
Very Low,Very Low,Very High,Low,Very High,Low,Medium,Low,Medium,Low,1.0
Very Low,Very Low,Very High,Very High,High,High,Low,Low,Medium,Medium,1.0
Low,Very Low,Very High,Low,Very High,Very Low,High,Low,Medium,High,2.0
Very High,Very High,Very Low,Very Low,Very High,Very Low,Very Low,Very Low,Very Low,Low,1.0
Low,Very Low,Very High,Very Low,Very High,Very Low,Low,Very Low,Low,Medium,1.0
Low,Very Low,High,Low,Very High,Very Low,Medium,Very Low,Low,Medium,1.0
Very Low,Very Low,High,Low,Very High,Low,Medium,Very Low,Low,High,2.0
Very Low,Low,High,High,High,High,Medium,Medium,High,High,2.0
High,High,Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Low,2.0
Very Low,Low,High,High,Very High,High,Low,Low,Medium,Very High,1.0
Very Low,Very Low,High,Very High,High,Very High,Low,Low,Medium,Low,1.0
Very Low,Very Low,High,High,High,High,Low,Low,Low,Very Low,1.0
Low,Very Low,Very High,High,Very High,Medium,Medium,Low,Medium,Medium,1.0
High,High,Low,Low,High,Low,Very Low,Very Low,Very Low,Low,2.0
Medium,Medium,Medium,High,Low,High,Very Low,Very Low,Very Low,High,1.0
Low,Very Low,High,Low,Very High,Very Low,Medium,Low,Medium,Medium,1.0
Very Low,Very Low,Very High,Very High,High,Very High,High,High,High,Low,1.0
Very Low,Very Low,High,High,Very High,High,High,High,Very High,Very High,2.0
Very Low,Low,High,Low,Very High,Low,Low,Very Low,Low,Very Low,1.0
Low,Very Low,Very High,Low,Very High,Low,Medium,Low,Medium,Medium,2.0
Very Low,Very Low,High,Medium,High,Medium,High,Medium,High,High,1.0
Very Low,Very Low,Very High,Very High,Very High,Very High,Medium,Low,Medium,Very Low,1.0
Low,Low,High,Very Low,Very High,Very Low,Low,Very Low,Low,Very Low,1.0
High,Medium,Medium,Very Low,High,Very Low,Very Low,Very Low,Very Low,High,2.0
Low,Low,High,High,Very High,Medium,Medium,Low,Medium,High,1.0
Very Low,Very Low,Very High,High,Very High,High,Low,Medium,High,Low,1.0
Very Low,Very Low,Very High,Medium,Very High,Low,Low,Very Low,Low,Low,1.0
Low,Very Low,Very High,High,Very High,Medium,Low,Low,Low,Very Low,1.0
Very Low,Very Low,High,Medium,High,Medium,High,Medium,High,Very High,1.0
Low,Medium,Medium,Low,Very High,Low,Low,Very Low,Low,Low,1.0
Very Low,Low,High,Medium,Very High,Medium,Medium,Medium,High,Low,1.0
Very Low,Very Low,High,High,Very High,Medium,Low,Low,Medium,Low,1.0
Very Low,Very Low,Very High,High,Very High,High,Low,Medium,High,Medium,1.0
Very Low,Low,High,Medium,Very High,Medium,Low,Low,Medium,High,1.0
Very Low,Very Low,High,High,High,Medium,Low,Low,Medium,Very Low,1.0
Very Low,Very Low,Very High,Medium,Very High,Medium,Medium,Low,High,Low,1.0
Very Low,Very Low,Very High,High,Very High,High,Low,Low,Low,Very Low,1.0
Very Low,Very Low,Very High,Low,Very High,Low,Low,Very Low,Low,High,1.0
Very Low,Very Low,High,Very High,Very High,High,Low,Medium,High,Medium,1.0
Medium,Medium,Medium,Low,Very High,Low,Very Low,Very Low,Very Low,Very Low,1.0
Medium,Medium,Medium,Medium,Medium,Low,Very Low,Very Low,Very Low,Medium,1.0
Very Low,Very Low,High,Medium,Very High,Medium,Medium,Low,Medium,Very High,1.0
Low,Very Low,Very High,Medium,Very High,Medium,Medium,Low,Medium,Very Low,1.0
Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Low,Medium,Low,1.0
Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Low,Medium,Medium,2.0
Low,Very Low,Very High,Low,Very High,Low,Medium,Low,Medium,Very High,1.0
Very Low,Low,High,Medium,High,Medium,Medium,Low,High,Medium,1.0
Very Low,Low,High,Low,Very High,Low,Low,Very Low,Low,High,1.0
Very High,Very High,Low,Low,High,Low,Very Low,Very Low,Very Low,Very Low,2.0
Very Low,Very Low,Very High,High,Very High,Medium,Medium,Medium,High,Medium,1.0
Low,Low,High,Low,High,Low,High,Medium,High,Very High,1.0
Low,Low,High,Medium,Very High,Medium,Low,Low,Medium,Very Low,1.0
Very Low,Very Low,Very High,Very High,Very High,Very High,Medium,Low,Medium,High,1.0
Very Low,Very Low,High,High,Very High,High,Medium,Low,High,High,1.0
Very Low,Low,High,Very High,Very High,High,Low,Low,Medium,Low,1.0
Very Low,Very Low,Very High,Very Low,Very High,Very Low,High,Low,Medium,Medium,1.0
Very Low,Very Low,Very High,Low,High,Low,Medium,Low,Medium,High,1.0
Low,Very Low,Very High,Very High,Very High,Very High,Low,Low,Medium,Very Low,1.0
Very Low,Very Low,High,Low,Very High,Very Low,Medium,Very Low,Low,High,1.0
Very Low,Very Low,Very High,Very High,Very High,High,Medium,Medium,High,High,2.0
Very Low,Low,High,Low,Very High,Low,Low,Low,Medium,Low,1.0
Low,Low,High,Medium,High,Medium,Low,Very Low,Low,Medium,1.0
Low,Low,High,Medium,Very High,Low,Medium,Low,High,Medium,1.0
Low,Low,High,Low,High,Low,Low,Very Low,Low,Medium,1.0
Very Low,Very Low,Very High,High,High,High,Very High,High,Very High,High,1.0
Low,Low,High,High,High,High,Low,Very Low,Low,Low,2.0
Very Low,Very Low,Very High,High,Very High,High,Medium,Low,Medium,High,1.0
Low,Low,High,Low,High,Low,Medium,Low,Medium,Medium,1.0
Very Low,Low,High,High,Very High,Medium,Low,Low,Medium,Very Low,1.0
Very Low,Very Low,Very High,Medium,Very High,Medium,High,Medium,High,Low,1.0
Very Low,Very Low,Very High,Medium,High,Low,Medium,Low,Medium,Low,1.0
Very High,Very High,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Low,1.0
Very Low,Very Low,Very High,Low,Very High,Very Low,Medium,Low,Medium,Very High,1.0
Medium,Medium,Medium,Medium,Very Low,Low,Very Low,Very Low,Very Low,Very Low,2.0
Low,Low,High,High,High,High,Medium,Medium,High,Low,1.0
Low,Low,High,Medium,High,Medium,Medium,Medium,High,High,1.0
Low,Low,High,Very Low,Very High,Very Low,High,Low,Medium,Very High,1.0
Very Low,Very Low,Very High,Very High,High,High,Medium,Medium,High,Very Low,1.0
Very Low,Low,High,Medium,High,Medium,Medium,Low,Medium,Very Low,2.0
Very Low,Low,High,High,High,High,Medium,Low,High,High,1.0
Low,Very Low,Very High,Very High,Very High,High,Medium,Medium,High,Low,1.0
Low,Very Low,Very High,Medium,High,Medium,Low,Very Low,Low,Very Low,1.0
Medium,Medium,Medium,Medium,Very Low,Medium,Very Low,Very Low,Very Low,Low,1.0
Medium,Low,High,Very Low,High,Very Low,Low,Very Low,Low,Medium,1.0
Very Low,Very Low,Very High,Medium,High,Medium,High,Medium,High,High,1.0
Low,Very Low,Very High,Medium,Very High,Medium,Medium,Low,Medium,High,1.0
Very Low,Very Low,Very High,Very High,Very High,High,Medium,Low,High,High,1.0
High,Very High,Low,Very Low,High,Very Low,Very Low,Very Low,Very Low,Very Low,2.0
Low,Low,High,High,Very High,High,Medium,Low,Medium,High,1.0
Very Low,Very Low,Very High,Very High,Very High,Very High,Medium,Medium,High,High,1.0
Very Low,Very Low,High,High,High,High,High,Medium,High,High,1.0
Very Low,Very Low,High,Low,Very High,Low,Medium,Low,Medium,Low,1.0
Very Low,Very Low,Very High,Medium,High,Medium,High,Medium,High,Very High,2.0
Very Low,Very Low,High,Medium,High,Medium,High,Low,Medium,Very High,1.0
Low,Low,High,Very Low,Very High,Very Low,Low,Very Low,Very Low,Low,1.0
Very Low,Very Low,High,Medium,Very High,Low,High,Medium,High,High,1.0
Low,Low,High,Low,High,Very Low,Medium,Low,Medium,High,1.0
Low,Very Low,High,Medium,Very High,Medium,Medium,Low,Medium,Low,1.0
Very Low,Very Low,Very High,High,Very High,High,Low,Low,High,Very Low,1.0
Low,Low,High,Medium,High,Medium,Low,Low,Medium,Low,1.0
Very Low,Very Low,High,High,Very High,High,Medium,Medium,High,Low,1.0
Low,Low,High,Medium,Very High,Medium,Medium,Low,High,Very High,2.0
Low,Low,High,High,High,Medium,Low,Low,Medium,Very Low,1.0
Very Low,Low,High,Very High,Very High,Very High,Medium,Medium,High,Medium,2.0
Low,Low,High,High,Very High,High,Low,Very Low,Low,Very Low,1.0
Very Low,Very Low,Very High,High,Very High,High,Low,Low,High,Low,2.0
Low,Low,High,Very High,Very High,Very High,Medium,Medium,High,Low,1.0
Very Low,Very Low,High,Medium,Very High,Low,High,Medium,High,Very High,1.0
Very Low,Very Low,Very High,Medium,Very High,Low,Medium,Low,High,Low,1.0
Low,Low,High,Medium,Very High,Medium,Medium,Low,Medium,Low,1.0
Low,Very Low,Very High,Low,Very High,Low,Low,Low,Low,Medium,1.0
Low,Low,High,Low,Very High,Very Low,Low,Very Low,Low,Medium,1.0
Low,Low,High,Low,High,Very Low,Low,Very Low,Low,Low,1.0
Medium,Medium,Medium,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,2.0
Low,Low,High,High,Very High,High,Medium,Medium,High,High,1.0
