10,78,382,163,-24,-13,-0.2,0.8,0.7,26.9,-0.1,0.9,0.8,0.4,0.1,-14,-13.3,0.2,-1.1,0,0.6,0.1,-0.2,0.7,-7.5,0.6,-0.8,0.1,0.5,1,0.8,1.1,-0.3,0.5,-0.2,0.8,0.5
6,91,355,157,68,63,0.2,0.4,1.1,21.9,0,0.8,1.7,0.4,0.6,21.6,25.5,-0.1,-0.6,0.1,-0.1,0.2,-0.1,0.6,34.3,0.8,0.2,0.3,0.5,4.8,0.6,5.4,-0.1,3.4,-0.6,0.4,2.1
1,77,399,163,46,40,0.2,0.6,2.3,58.2,0,0.9,2,0.7,-0.7,12.7,7.4,-0.1,-0.9,-0.2,0.7,1,0.4,0.5,41.4,0.6,-0.8,-0.5,0.4,3.3,0.3,1.9,0.2,1.9,0.1,0.3,1.7
1,75,350,169,36,40,0.1,0.3,1.7,25.9,0.1,1.2,2.3,0.8,0.6,1.6,6,0,-0.9,-0.1,0.1,0.5,0,0.8,17.5,1.2,-0.9,-0.8,0.6,7,0.7,3.1,0,2.6,0,0.6,1.7
10,82,347,169,77,75,-0.5,0.4,0.7,10.9,-0.2,1.4,2.6,1.2,2,17.4,32.6,0.2,-0.9,0,-0.4,-0.7,-0.1,1.3,36.1,1.3,-0.6,-0.4,0.4,4.4,0.4,4.7,-0.5,2.8,-0.4,0.6,2.3
1,70,353,122,57,54,-0.5,0.2,0.5,10.5,0.3,0.1,0.7,-0.2,0.2,6.4,7.3,0,-0.4,-0.5,0.3,0.1,0.4,0.1,12.6,0.6,0.2,0.3,0.5,1.3,0.4,0.9,-0.4,0.5,-0.6,0.3,0.7
1,91,392,175,73,42,0,0.7,1,11.6,-0.1,0.9,0.2,0.6,-1,11.4,3,-0.2,-0.7,-0.3,-0.2,0.8,0.5,0.7,8.2,1.4,-0.2,-0.1,0.2,7.9,0.6,3,-0.1,1.1,-0.5,0.4,0.5
1,82,399,158,-12,1,0.1,0.9,1.7,39.4,0,1.2,1.8,0.4,-0.1,-23.2,-23.7,0.1,-1.1,-0.1,-0.1,0.8,-0.2,0.8,-1,0.4,-0.6,-0.2,0.1,4,0.5,3.6,-0.5,2,-0.3,0.5,1.8
1,83,383,189,50,43,0.5,0.7,3,37.1,0.7,1,3.7,0.3,0.7,5.2,12.2,-0.6,-0.7,0.2,0.2,1.1,0.2,0.5,26.7,0,0.2,-0.3,-0.5,5.7,0.4,4,0.1,4.2,0,0.6,3.3
1,90,336,177,81,80,-0.5,0.5,0.3,5.3,-0.5,1.5,1.5,1.1,1.3,16.8,23.8,-0.1,-1.1,0.5,-0.1,-0.4,-0.2,1.1,26.6,0.7,-0.5,0.4,1.1,7.1,1.2,2.9,-0.4,1.4,-0.4,0.8,1.1
1,71,364,169,62,60,0.4,0.8,1,17.3,0.2,1.1,1.8,0.3,0.8,13.7,18.1,-0.1,-1,0.1,0.3,0.2,0.2,0.7,28.8,0.4,-0.6,-0.3,0,3,0.4,2.4,0,2,-0.1,0.5,1.7
1,75,406,143,4,5,0.1,0.6,1,27.2,-0.1,0.8,0.7,0.4,-0.4,-8.7,-11.1,-0.1,-0.5,0.3,-0.1,0.6,-0.2,0.6,1.2,0.5,0.3,0.3,0.6,1.3,0.5,0.9,0,1.2,0.7,0.4,1.1
1,82,388,149,52,42,-0.1,-0.2,1.9,31.7,-0.4,0.8,1.6,0.7,-0.5,9.5,6.6,0.1,0.1,-0.1,-0.4,1.1,-0.1,0.7,24.7,0.4,0,0,0,2.9,0.6,1.9,-0.2,2.5,-0.6,0.5,2.5
16,109,382,195,-34,7,-0.9,-0.3,-1.5,16.1,0,-0.1,1.8,0.4,2.4,-38.9,-14.5,0.5,0.2,-0.9,-0.2,-1.8,0.5,0.4,0.7,2.9,0.8,1.1,1.4,6.3,0.6,3.4,-0.3,2,-0.7,0.4,1.3
14,94,373,224,90,77,0.1,0.8,1.3,10.7,0.5,1.6,2.1,0.9,0.9,28.7,33.7,-0.2,-1.4,0,0.1,0.4,0.1,1.2,31.2,0.5,-2.1,-1.6,1.4,8.4,1,7.4,0,4.2,-0.3,0.6,2.6
10,95,407,168,10,30,0.1,0.7,1.8,33.2,0.1,0.8,3,0.2,1.1,-7,1.8,-0.1,-0.6,0.3,0.4,0.8,-0.2,0.4,15.1,1.3,0.1,0.4,0.6,3.8,0.3,3.3,0,3.5,0,0.3,3.2
2,90,420,381,-8,0,-0.9,0.9,-1.4,21.2,-0.2,1.1,0.1,0.3,0.4,-19.8,-13.9,0.7,-0.9,-0.9,0.5,-1.2,0.1,0.6,-18.9,0.9,-0.6,-0.2,-0.4,0.3,0.2,-1.7,-0.3,-1.7,-0.4,0.4,-1.4
2,96,400,301,-37,-67,-1.7,0.3,-1.7,12.3,-0.3,0.1,-0.8,-0.7,1.1,-44.5,-27.8,0.9,-0.5,-1.4,0.4,-1.4,0.4,0.3,-16.4,1.1,-0.5,0.2,0.2,-1.6,0.2,-1.3,-0.6,-1.2,-0.7,0.5,-1.1
6,85,408,172,-52,-32,0.1,0.6,1.2,30.2,0.4,1.1,1.2,0.5,-0.7,-24.2,-28.8,-0.1,-0.8,0,0.3,0.7,0.2,0.8,-13.3,1,-0.6,0.1,0.4,7.3,0.7,5.2,0.1,2.6,0.1,0.7,1.1
1,71,339,152,13,14,0,0.5,1,24.8,0,0.7,0.8,0.4,-0.3,-5,-7.1,0,-0.7,0,-0.2,0.6,-0.1,0.7,4.4,0.1,0.1,0.1,0.3,2.9,0.5,1.9,0,1.8,0,0.4,1.4
1,75,353,183,38,35,-0.7,-0.1,2.4,33,-0.4,1,2.5,0.3,0.2,3.5,5,0.4,-0.5,0,0.7,1.4,-0.4,0.5,20.4,0.6,0.4,0.5,0.8,4.7,0.6,3,-0.1,3,-0.2,0.7,2.5
1,78,368,148,9,21,-0.6,0.7,1,35.8,-0.2,1.2,1.8,0.4,0.8,-11,-5.3,0.2,-0.9,-0.2,0.1,0.1,0.1,0.7,10.6,1.1,-0.5,-0.4,-0.4,4.8,0.7,2.8,-0.3,1.4,-0.5,0.7,1.2
4,82,357,129,49,47,0,0.7,0.7,9,0.3,1.9,0.9,1.3,0.3,2.7,3.8,-0.1,-1.3,-0.6,-0.5,0.3,0.8,1.6,9.9,0.8,0.2,0.3,0.8,2.6,1,1.2,0,1,0.1,0.9,0.8
1,69,357,137,62,53,0.2,0.4,1,15.1,0,0.9,0.9,0.5,-0.6,12.8,9.8,0,-0.7,-0.1,0.4,0.5,0.1,0.7,24.5,0.5,-0.2,0.1,0.2,3.4,0.7,1.2,-0.4,1.6,-0.1,0.6,1.6
1,103,366,161,54,30,-0.1,1.4,1.8,27.3,0,1.1,1.5,0.4,-0.6,6.6,-0.6,0,-1,0,0.8,1,-0.1,0.7,12.3,0.7,0.1,0.1,0.3,2.8,0.7,2.2,-0.4,1.9,-0.4,0.5,1.6
10,85,385,174,48,39,0.1,1.6,3.1,38.1,0.1,1.3,3.4,-0.3,0.7,3.9,10.2,0,-1.4,-0.4,0.9,1.8,0.2,-0.2,26.3,0.9,-1.1,-1.4,-0.8,8.6,1.1,7,-0.1,5.3,-0.2,1,4.3
1,80,354,166,-2,-1,0.4,1.2,3.7,61,0,1.4,2,0.3,-1.6,-18,-32,-0.2,-1.3,0.4,0.5,2.7,-0.1,0.8,3,0.7,-0.6,0.3,0.5,4.3,1,3.5,0.1,3.7,0.2,0.9,3.8
6,94,401,159,-57,-48,-0.8,0.4,1.6,36,0,0.9,0.5,0.6,-1,-46.9,-52.9,0.3,-0.6,-0.8,-0.3,1.3,0.4,0.7,-35.2,1,0,0,0,2,0.5,1.5,-0.8,1.5,-0.4,0.4,1
1,80,383,141,53,36,-0.2,0.6,1.5,16.8,-0.1,0.8,1,0.2,-0.5,5.2,1.9,0.2,-0.7,-0.1,0.4,0.9,0,0.5,10.6,0.3,-0.1,-0.4,-0.7,3.6,0.6,2.7,-0.3,2.2,-0.2,0.4,1.9
1,79,350,160,67,43,0,0.5,1.3,13,-0.1,1,0.6,0.6,-0.9,8.1,1.1,-0.2,-0.7,0.1,-0.2,1.1,0.1,0.9,17.2,0.1,-0.5,-0.3,0.1,3.4,0.2,2.3,0,1.3,-0.3,0.4,0.9
1,92,346,158,54,52,-0.3,0.8,1.3,21.6,-0.5,1.4,1.9,0.8,0.6,5.7,9.1,0.4,-1.2,-0.2,-0.3,0.3,-0.1,1.4,25.7,0.6,-1.2,0.2,0.9,4.1,1.1,3,-0.7,2.1,-0.4,0.9,1.5
1,84,383,144,59,57,-0.1,0.6,1.1,29.8,-0.4,1.3,1.9,0.7,0.7,18.6,24.6,0.1,-0.9,0,-0.1,0.3,-0.5,0.9,37.9,0.5,0,0,0,1.8,0.3,1.7,-0.5,-1.4,-0.5,0.4,-1.1
1,86,367,147,-18,-12,-0.1,0.4,1.4,31.8,-0.2,0.8,0.8,0.4,-0.7,-13.5,-18.8,0.1,-0.6,0,-0.1,0.9,-0.1,0.6,-3.9,0.2,-0.4,-0.3,-0.4,4.4,0.6,2.9,-0.4,0.9,-0.3,0.6,0.7
4,73,350,138,-18,-1,-0.6,1.1,0.8,27.1,-0.2,1.8,1.3,0.9,0.7,-16.2,-12.6,0.4,-1.3,-0.7,-0.1,-0.2,0.5,1.1,0.9,0.4,-0.8,0.5,0.7,2.2,0.8,1.5,0.1,1.5,0.2,0.7,1.5
5,75,322,172,18,14,-0.2,0.7,1.6,21.9,0.2,1.3,1.4,1.1,-0.6,-4,-8.8,0.1,-1.2,-0.4,-0.6,1.1,0.1,1.3,4.3,0.2,-0.6,-0.3,0.2,5.2,0.3,3.5,-0.3,1.7,-0.3,0.2,1.3
1,73,369,143,30,20,0.1,0.5,0.8,23.2,-0.3,0.5,0.2,0.1,-0.7,0.3,-4.3,0,-0.5,0.2,0.3,0.6,-0.2,0.3,6.1,0.1,0,0,0,1.9,0.6,1.3,-0.7,0.6,-0.6,0.4,0.5
6,78,429,130,63,68,-0.5,0.3,0.4,8.9,0.7,0.8,1.4,0.7,1,8.9,15.7,-0.1,-0.5,-0.8,-0.3,-0.4,0.7,0.7,21.6,0.2,-0.4,0.1,0.3,0.3,0.4,1,-0.2,1.5,-0.3,0.4,1.6
1,80,379,149,-14,-10,-0.8,1,0.4,33.5,-0.2,1.9,0.5,0.9,0.2,-20.6,-19.3,0.4,-1.4,-0.7,-0.2,0.2,0.2,1.4,-4,1.2,-0.9,0.3,0.4,4.3,0.8,1.5,-0.1,0.9,-0.2,0.7,0.6
1,81,386,137,1,27,0.2,0.7,0.8,25,0,0.9,1.7,0.6,1,-7.7,-0.9,-0.1,-0.7,0.1,-0.3,-0.2,0,0.7,7.9,0.4,-0.4,-0.3,0.3,-0.6,0.6,1.1,-0.3,1.4,0,0.7,1.3
1,83,359,169,34,33,0.1,0.8,1.4,20,0.2,1,1.4,0.6,0.2,1.5,2.7,-0.2,-0.9,-0.1,-0.1,0.7,0.1,0.7,10.2,0.4,0,0,0,3.3,0.8,1.5,0,1.1,0,0.5,1.2
10,103,356,162,11,9,-0.1,0.8,1.2,26.2,-0.3,1.3,0.8,0.7,-0.5,-7.5,-11,-0.1,-1,0.1,0.3,0.8,-0.1,1,6.2,0.9,-1.1,-0.5,-0.1,4.8,0.1,2.9,-0.1,1.2,-0.3,0.5,0.6
16,92,370,142,64,59,-0.2,0.4,1.5,30.5,-0.4,0.8,2.1,0.4,0.6,27.6,31.5,0.1,-0.5,0,-0.1,0.5,-0.3,0.6,43.2,0.2,0.7,-0.1,-0.7,4.1,0.5,4,-1,2.7,-0.7,0.4,2.1
16,88,369,113,58,62,0,-0.2,0.1,9.2,0,-0.2,0.6,0.1,0.6,10,14.5,-0.1,-0.6,0.1,0.2,-0.2,-0.1,0.6,17.3,0.9,0,0,0,2.7,0.4,0.6,-0.6,0.2,-0.4,0.4,-0.3
6,77,392,160,30,31,-0.6,0.7,3,42.8,-0.1,0.8,3,0.2,0.2,-1.3,-0.3,-0.1,-1,0.1,0.5,1.3,0,0.4,24.7,0.7,0.5,0.8,0.7,5.9,0.6,2.8,-0.5,2.8,-0.2,0.5,2.6
1,79,376,165,34,26,0,0.6,1.6,35.5,-1,0.5,1.4,0.3,-0.8,2.2,-2.4,0.3,-0.3,0.1,-0.1,1,-0.4,0.3,14.9,1.1,0,0,0,6.2,-0.1,2.5,-0.1,2,-0.4,0,1.5
1,90,364,175,-11,3,-0.1,0.8,1,34.8,0,1.3,0.6,0.6,0.2,-14,-10.7,-0.1,-0.7,0.3,-0.2,0.5,-0.1,0.9,-1.2,0.9,-0.5,-0.7,-0.8,4.9,0.7,1.6,-0.3,0.6,-0.1,0.5,0.2
6,91,372,161,42,33,-0.3,0.6,0.4,15.2,0,1.3,0.1,0.9,-0.4,2.6,0.2,0.4,-1,-0.3,-0.2,0.4,0.2,1.1,9.8,0.8,-0.5,-0.4,0.2,3.5,0.6,0.2,-1.2,-0.7,-0.9,0.7,-0.8
1,83,386,174,81,76,-0.4,-0.4,0.7,8.7,-0.5,-0.5,0.9,-0.2,0.4,24.6,27.5,0.2,-0.9,-0.2,0.3,0.2,0,0.6,45.2,0.4,0.2,0.2,0.3,3.1,0.5,2.5,-0.3,1.9,-0.6,0.4,1.6
5,80,287,156,126,104,-0.3,1,1,-6.1,0.2,2,0.9,1,-0.2,16.2,14.6,-0.3,-1.5,-0.2,0.1,0.4,0.4,1.5,19.1,0.3,-0.8,0.2,1.2,6.5,1.1,2.6,0.6,1.4,0.6,0.8,0.9
5,78,324,155,40,30,0.1,0.8,2.7,31.7,0,1.5,2.5,0.9,-0.5,2.2,-0.6,-0.1,-1.1,0.5,-0.3,1.5,0,1.2,16,0.2,0.3,0.1,0.7,4.7,0.8,2.6,-0.4,2.6,-0.4,0.7,2.4
1,76,373,152,74,68,0.1,0.8,1.2,13.2,0.2,1.6,2.9,1.2,1.7,12.5,24.7,-0.1,-1,0,-0.4,-0.1,0.2,1.4,30,0.6,0,0,0,3.6,0.8,2.9,0,2.8,0,0.8,2.5
1,82,374,167,66,62,-0.3,0.4,1.7,24.4,-0.5,0.8,3.5,0.6,1.9,14.7,26.4,0.4,-0.6,0,-0.2,-0.2,-0.3,0.7,40.2,0.4,-0.5,-0.2,0,5.1,0.5,4.3,-0.5,3.7,-0.4,0.6,3
1,81,382,209,75,67,-0.1,0.9,1.8,23.9,0,0.2,2.4,-0.7,0.7,37.5,42.6,0.1,-0.3,0,0.4,0.8,-0.1,-0.1,56,0.5,0.1,0.2,0.1,5.4,-0.2,4.5,-0.2,3.4,-0.2,-0.1,2.9
1,80,363,142,56,31,-0.1,0.6,0.9,15.9,-0.4,0.7,0.8,0.5,-0.8,5.2,-2.4,0.5,-0.8,0.1,-0.2,0.4,-0.6,1,9.5,0.1,0.2,0.1,0.1,2.5,0.5,2.2,-0.1,1.6,-0.2,0.5,1.1
2,82,410,141,25,39,-0.5,0.6,-0.5,6.8,-0.2,1.2,0.5,0.8,0.6,-0.3,2.8,0.3,-0.9,-0.4,-0.1,0.2,0.1,0.9,5.2,0.7,0.4,0.5,0.8,1.4,0.5,-2.1,-0.4,-0.9,-0.4,0.6,-0.3
1,71,350,165,66,57,-0.3,0.8,2.1,27.8,-0.5,0.7,2.9,-0.2,0.8,18,22.3,0.4,-0.6,-0.3,0.4,0.7,0,0.2,39.8,0.6,0,0,0,3.9,-0.7,3.3,-0.1,2.9,-0.3,-0.3,2.5
6,73,408,151,64,58,-0.6,0.8,1.1,22,-0.3,1.1,1.5,0.2,0.4,16.3,18.4,0.5,-0.9,-0.6,0.3,0.4,0.1,0.6,30.8,0.4,-0.3,0.3,0.9,2.9,0.9,3.1,-0.4,2.5,-0.9,0.8,2.2
1,87,380,152,-36,3,0.1,0.8,1.1,16.9,0.6,1.3,1.7,0.7,0.7,-11.5,-6.5,-0.4,-0.9,-0.2,-0.2,0.2,0.7,0.9,0.9,0.1,-0.6,0.2,0.6,2.4,1,1.7,0.4,1.7,0.4,0.7,1.6
6,76,384,172,34,32,-0.4,0.8,2.4,40.8,-0.1,1.1,2.4,0.4,0.1,-0.2,0.6,0.2,-0.9,0,0.4,1.2,-0.2,0.7,22.8,0.4,0.3,0.3,0.7,4.3,0.8,3.1,-0.7,2.3,-0.1,0.6,1.9
16,101,356,164,33,26,-1,0.8,2.4,36.2,-0.1,0.6,2.1,0.2,-0.7,1.3,-2.9,0.5,-0.5,-1.2,0.5,1.3,0.4,0.2,15,0.6,0.7,-0.1,-0.3,6.1,0.4,3.9,0,2.9,-0.1,0.2,1.9
1,93,361,164,63,56,0.1,0.8,1.1,16.6,0.1,1.8,1.5,1.1,0.5,11.1,13.3,-0.2,-1.2,0.1,-0.4,0.4,0.1,1.4,18.1,0.6,-0.8,-0.2,0.1,4.4,0.5,3.4,0.3,2.1,0,0.7,1.5
1,90,418,162,-24,-8,-0.7,1.6,1.7,30.7,-0.3,1.4,1.4,0.2,-0.3,-16.9,-19.3,0.6,-1.3,-0.6,0.9,1,0,0.6,-8.1,0.6,-0.9,0.3,0.7,3.6,0.7,1.9,-0.8,1.7,-0.8,0.6,1.6
1,87,383,178,61,56,0,0.7,2.1,28.1,0.2,1,3.3,0.5,1.2,12.7,21.3,-0.1,-0.8,0.1,0.3,0.5,0.2,0.7,40.8,0.4,0,0,0,6.4,0.7,7.4,-0.2,5.2,-0.2,0.4,3.5
10,88,371,167,88,74,0,0.6,1.6,12.9,0.3,1.1,4.2,0.6,2.6,15.6,36.4,-0.2,-0.8,-0.1,-0.1,-0.7,0.4,0.8,40.1,0.7,-0.6,0.3,0.9,7.7,0.5,4.4,-0.2,3.1,-0.2,0.4,2.2
3,94,431,158,116,139,0.6,0.7,-1.3,-18,0.2,1.1,-1.1,-0.1,0.4,19.2,22.6,-0.4,-0.9,0.5,0.3,-0.8,-0.1,0.8,13,0.1,-0.6,0.3,0.7,4.4,0.8,5.5,2.6,3.5,1.3,0.6,-2.2
2,94,377,142,30,12,0,0.7,0.6,13.9,-0.3,1.2,-0.4,0.5,-0.7,3.1,-1.6,0.1,-0.8,0.2,0.4,0.5,-0.3,0.6,1.5,0.2,-0.5,0.3,0.5,0.3,0.5,-1.2,-0.8,-0.9,-0.5,0.4,-0.6
1,90,388,178,88,82,-0.1,0.5,0.9,9.1,-0.5,2,2.2,1.5,1.4,28.7,36.8,0.5,-1.3,0,-0.5,-0.3,-0.1,1.8,42.5,0.5,-0.8,-0.4,0.5,2.9,1.3,2.2,-0.9,2.3,-1,1.4,2.4
1,78,331,148,62,54,-0.5,0.6,0.8,16.2,0,1.2,0.8,1.1,-0.6,12.1,9.1,0.2,-0.7,-0.3,-0.5,0.5,0,1.1,24.5,0.9,-0.7,-0.5,-0.9,3.7,0.9,1.7,-0.6,0.9,-0.7,0.9,0.5
1,83,330,133,60,49,-0.2,0.6,0.9,19.3,-0.4,1.3,0.6,0.7,-0.8,14.2,9,0.1,-0.9,0,-0.1,0.7,-0.2,1,24.4,1,-0.4,0.1,0.4,4.5,0.5,2,-1,0.6,-0.4,0.5,0.5
1,92,349,176,68,59,0.1,0.8,1.8,24.1,0.2,1.4,3,0.7,1.2,14.7,22.3,0.2,-1.6,-0.1,-0.2,0.5,-0.1,1.6,27.2,0.5,-0.8,0.1,0.7,6,1.3,4.2,-0.3,2.7,-0.2,1,1.8
2,93,361,132,44,44,-0.4,0.2,0.4,15.9,0,0.6,0.5,0.4,0.2,3,4.3,0.1,-0.4,-0.9,-0.1,0.2,0.5,0.5,11.7,0.8,-0.6,-0.4,-0.5,2.2,-0.6,0.9,-0.6,-1.1,-0.8,-0.2,-0.9
4,100,359,149,-55,26,-0.3,0.7,0.1,3.9,-0.3,1.1,1.1,0.5,1.2,-7.7,-0.5,0.1,-0.9,-0.1,-0.1,-0.5,0.1,0.8,2.6,0.8,-0.8,-0.6,-0.3,3.9,0.8,2.4,-0.5,0.4,-0.5,0.8,0.3
6,83,381,145,82,82,-0.1,0.2,0.3,4.5,0,0.4,1.9,0.4,1.5,28,38.2,0.2,-0.4,-0.2,0.3,-0.7,0,0.4,48.6,1.2,0,0,0,3.9,0.4,2.9,-0.3,2.3,-0.7,0.2,1.5
9,163,431,242,56,63,-1.5,0.3,-1.1,15.3,-1.7,1,-1.5,0.7,-0.4,15.4,11.8,1.9,-0.6,-0.7,-0.3,-0.3,-1.1,0.8,13.6,4,-1.9,-2.3,-3.1,18.8,0.4,15.6,-0.5,3.8,-4.5,0.1,-3.7
2,96,373,147,68,82,-0.5,0.5,-1.7,6.2,-1.6,1,-1.4,0.8,1.3,31.4,37.1,1.1,-0.6,0.1,-0.3,-1.4,-1.3,0.9,47,1.8,-0.7,-0.1,-0.3,2.4,0.2,-3.1,-1.6,-3,-1.2,0.3,-2.2
4,114,383,222,64,50,-0.1,0.8,0.6,18.6,0.4,1.3,0.6,0.7,-0.2,11.9,9.4,-0.1,-1,-0.4,-0.2,0.4,0.5,1,17.7,1.2,-0.8,-0.2,0.1,7,0.6,2.5,0,0.2,-0.1,0.6,-0.6
9,170,419,264,62,-135,-0.2,-0.1,-1.3,-9.2,-1.6,0.2,-2.7,0.1,-1.6,11,-13.3,0.8,0,1.1,0,-0.5,-1.7,0,-0.2,4.4,-0.6,-0.8,-1.5,14.6,0,1.3,-1.6,-3,-2,0,-3.3
9,137,393,244,14,49,-2.7,0.9,-1.8,23.1,-1.2,0.9,0.7,-0.8,1.9,-15.7,7.4,1.9,-1.2,-2.1,0.6,-1.7,0.1,0.7,27.7,3,-0.8,0,0.2,4.6,0.5,1,-1.4,-1.3,-2,1.2,-1.5
1,84,420,221,27,4,0,0.9,1.5,20.2,-0.2,1,0.5,0.4,-1.1,-1.4,-9.7,0,-0.8,0.1,0.5,1.3,-0.2,0.5,1.8,0,-0.4,-0.4,-0.1,0.8,0.5,0.9,0,0.4,0.1,0.6,0.6
4,82,342,138,-4,-1,-0.1,0.3,1.2,27.3,-0.3,0.8,0.1,0.6,-1.3,-9.6,-15.3,-0.1,-0.8,-0.5,-0.1,-1.2,0.6,0.7,5.4,0.3,-0.6,-0.4,-0.4,4.5,0.3,3.8,-0.2,1.2,-0.1,0.3,0.4
1,79,371,171,9,9,0.2,0.9,2.3,25.3,0.5,1.4,1.7,0.7,-0.8,-2.7,-9.2,-0.4,-1.1,0,-0.1,1.6,0.4,1,5.2,0.1,-0.6,-0.3,0.2,4.9,1,3.1,0.6,2.7,0.5,0.9,2.3
5,72,328,135,-13,-13,0.1,0.9,1,26.2,-0.7,0.7,0.3,0.2,-0.9,-19.7,-25.6,0.5,-0.8,0,0.8,1.1,-0.5,0.6,-0.8,0.1,-0.4,-0.2,-0.4,2.2,0.6,1.1,-0.5,0.7,-0.2,0.5,0.7
10,97,338,235,-137,50,0.1,0.4,1.5,11.1,-0.2,1.9,2.6,1.5,1,-0.1,6.1,0,-1.1,0.4,-0.6,0.3,-0.3,1.6,10.2,0.1,-1.1,0.3,0.4,8.8,0.6,6.9,0.1,3.8,0,0.8,2.4
1,87,406,192,19,51,-0.4,0.9,1.2,16.8,-0.2,0.8,2.4,-0.3,1.1,-1.2,10.4,0.2,-0.8,0.1,0.5,-0.1,0,0.3,17.7,0,-0.1,-0.2,-0.3,4.3,-0.2,3.8,0.2,2.9,0.4,-0.3,2.2
10,102,364,168,33,25,0,0.8,1.7,24.9,0,1.1,1.5,0.4,-0.5,1.9,-2,0,-0.9,0.1,0.5,0.9,-0.1,0.7,10.9,0.3,0.4,0.6,0.8,2.8,0.9,3.3,0,2.6,-0.1,0.6,2.1
1,85,397,176,24,36,-0.2,0.8,2.7,46.7,-0.2,1.2,3.2,0.5,0.6,-3,1.8,0,-0.7,0,-0.2,-0.1,-0.1,0.7,28.3,0,0.1,0.3,0.3,3.9,0.1,4,0,3,-0.1,0.2,2.6
1,84,450,193,22,5,0.2,0.9,1.9,23.2,-0.3,0.9,1.1,-0.6,-1,-3.3,-11.3,0.1,-0.5,-0.1,0.5,1.3,0,0.3,1.3,0.1,0.3,-0.3,-0.5,0.9,0.3,0.6,-0.2,0.4,-0.1,0.4,0.7
1,78,241,152,26,30,-1,1,-1,27.9,-0.4,1,-0.9,0.4,0.4,-0.8,1.5,0.8,-1,-1,0.5,-0.7,0.1,0.7,10.6,0.6,0.4,0.3,0.6,1.1,0.7,-0.7,-1,-0.6,-0.9,0.5,-0.5
