age,region,itch,grew,hurt,changed,bleed,elevation,biopsed,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diagnostic
-0.08889971485597616,0.03180295376562711,0.023386891221482495,0.018765991182051085,-0.0025070507850493127,0.011229254886058502,0.017861266923706532,0.029234903765690212,0.016881278186261048,0.9625267840271482,1.0,-0.9442060093802402,-0.8174049514043424,-0.9086465606484757,-0.7127856763351839,-0.29153915003005765,-0.20264914915130472,-0.3789199618026252,-0.3843905025426344,-0.015289962026708287
0.09268214543963818,-0.03371098169775901,-0.01619743146208524,-0.020897709028046097,0.02514142669362715,-0.024089331146029277,0.00594438762542303,-0.0032402170166129034,-0.019289980261862648,-0.8227532161911626,-0.9442060093802402,1.0,0.8827890704567973,0.8239567943152218,0.7996331183234725,0.2843688867644259,0.24004216013470728,0.39986656304635365,0.36536674466764024,0.008280796977756098
-0.07841459883685606,-0.049051187458250545,-0.09498531019709852,0.0018925112807550654,0.005538350952151571,-0.017026415166572554,-0.025866988442732438,-0.009491362279491593,-0.031351249900567625,-0.7031344929363628,-0.8174049514043424,0.8827890704567973,1.0,0.5886233431304799,0.9682277294835456,0.18390302826083083,0.21669099609090972,0.3183652529738145,0.2579851258399039,0.08525976690543527
0.14552263441152982,-0.013206137352467139,0.011367405126360355,-0.02018119036120734,0.00047922774901838007,-0.007988024976658258,-0.01331733250845549,-0.009003495593607,-0.00410191969908172,-0.9016268390398148,-0.9086465606484757,0.8239567943152218,0.5886233431304799,1.0,0.5029260256377587,0.3189297606224953,0.18843011317030778,0.3702918958035764,0.39960008029514005,-0.010576135342819
-0.10226156362629311,-0.039615043513701424,-0.09909351158371324,-0.004148628118670139,0.0010284651587698904,-0.023105480127421144,-0.02881027367604929,-0.0101770513774877,-0.0423699980609636,-0.5950269665754299,-0.7127856763351839,0.7996331183234725,0.9682277294835456,0.5029260256377587,1.0,0.15357233128875086,0.2172876216916901,0.28621532815816236,0.21295369134482664,0.09786484127431033
0.0018199733106672889,0.11844225533544835,0.06574307393537636,-0.07708834904146383,-0.023532360549082372,-0.034349624140516295,-0.035202337370928906,-0.1287711710747871,-0.10582446823641105,-0.2733831865358661,-0.29153915003005765,0.2843688867644259,0.18390302826083083,0.3189297606224953,0.15357233128875086,1.0,0.6547794856620067,0.9628034835041691,0.9181406933458313,0.02795383505026211
-0.00028304206652894214,0.057706827761916026,0.011394835623832015,-0.05576203242724598,-0.0013462025816885815,-0.02770310993951118,-0.016551097592934015,-0.04208822639916996,-0.07440896581166231,-0.16237195139775132,-0.20264914915130472,0.24004216013470728,0.21669099609090972,0.18843011317030778,0.2172876216916901,0.6547794856620067,1.0,0.7858346086815423,0.4154035169183634,0.055304210100462055
0.003267256165342083,0.09986539312203548,0.04878672555212141,-0.07259473891624728,-0.012269235856463796,-0.03276399121068459,-0.026905321939705,-0.10779345609371165,-0.09884585843550325,-0.3337875166825795,-0.3789199618026252,0.39986656304635365,0.3183652529738145,0.3702918958035764,0.28621532815816236,0.9628034835041691,0.7858346086815423,1.0,0.854113913813594,0.03700311831574526
0.013256361510035373,0.11886473462049525,0.06594295617159139,-0.06303597718768146,-0.032677817100299565,-0.02434787217783013,-0.03688116610134456,-0.12970275172393184,-0.08568625787675552,-0.36607769690885117,-0.3843905025426344,0.36536674466764024,0.2579851258399039,0.39960008029514005,0.21295369134482664,0.9181406933458313,0.4154035169183634,0.854113913813594,1.0,0.003397825259622496
-0.32326288661567887,0.19087875619437805,-0.41011300695312236,-0.2760908013754343,-0.33818806574564264,-0.23765257016947064,-0.46917694467961657,-0.2573367100556148,-0.6132407671381724,-0.028387196284279305,-0.015289962026708287,0.008280796977756098,0.08525976690543527,-0.010576135342819,0.09786484127431033,0.02795383505026211,0.055304210100462055,0.03700311831574526,0.003397825259622496,1.0
